ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050808	synapse organization	38/693	408/18670	2.00613066752595e-07	0.000943082026803949	0.000890933188030735	ACTB/ADD2/BSN/CACNA2D2/CDH2/CHRNB2/CTNND2/DLGAP3/DNAJA3/DNER/ELFN1/EPHA4/EPHB3/ERBB4/GLRB/HOMER1/IGF1R/IGSF9B/KLK8/LRFN1/LRP8/LRTM2/MAGI2/MECP2/OXT/P2RX2/PCDHB6/PCLO/PDZRN3/PFN1/ROBO2/SEZ6L/SIX4/SLIT1/SYN1/SYNGAP1/TPBG/UNC13A	38
BP	GO:0023061	signal release	40/693	462/18670	6.48766131912554e-07	0.00109210245839961	0.00103171335818537	ACVR2B/AGTR1/ANXA1/APLN/BRSK2/CACNA2D2/CALM3/CHGA/CHRNB2/CPLX1/CRHR1/DOC2A/ENHO/FGFR1/FOXD1/FZD4/GAD1/GAL/GDF9/GPLD1/HCAR2/IL1RN/ITPR2/KCNB1/NAPB/PCLO/PTPRN2/RETN/RFX3/RIMS2/RIMS3/RPH3AL/SNAP25/STX4/SV2A/SYN1/SYP/TRIM9/UNC13A/VAMP2	40
BP	GO:0097479	synaptic vesicle localization	21/693	163/18670	6.9693839081022e-07	0.00109210245839961	0.00103171335818537	AP3B2/BRSK2/CALM3/CDH2/CHRNB2/CPLX1/DOC2A/MAGI2/MAP2/NAPB/PCLO/RIMS2/RIMS3/SNAP25/STX4/SV2A/SYN1/SYP/TRIM9/UNC13A/VAMP2	21
BP	GO:0060047	heart contraction	28/693	280/18670	2.0503569023293e-06	0.00240968194946251	0.0022764357291914	ACE/APLN/ATP1A2/ATP1A4/CACNA2D2/CACNG6/CALM1/CALM3/CASQ1/CHGA/FXYD6/GNAO1/GSTM2/ITPR2/KCNJ3/NOS1/NPPC/OXT/RANGRF/RGS4/SCN5A/SGCD/SGCG/SPTBN4/STIM1/TNNI3/TNNI3K/TTN	28
BP	GO:0099003	vesicle-mediated transport in synapse	23/693	207/18670	2.85663416942014e-06	0.00261875107666839	0.00247394413113983	ACTB/AP3B2/CALM3/CALY/CHRNB2/CPLX1/DNAJC6/DOC2A/EPS15/GSG1L/MAP2/NAPB/PCLO/RIMS2/RIMS3/SNAP25/STX4/SV2A/SYN1/SYP/TRIM9/UNC13A/VAMP2	23
BP	GO:0099504	synaptic vesicle cycle	22/693	194/18670	3.3423753371645e-06	0.00261875107666839	0.00247394413113983	ACTB/BRSK2/BSN/CALM3/CDH2/CHRNB2/CPLX1/DNAJC6/DOC2A/MAGI2/NAPB/PCLO/RIMS2/RIMS3/SNAP25/STX4/SV2A/SYN1/SYP/TRIM9/UNC13A/VAMP2	22
BP	GO:0003015	heart process	28/693	290/18670	4.05787676215554e-06	0.00263893064104314	0.00249300784257796	ACE/APLN/ATP1A2/ATP1A4/CACNA2D2/CACNG6/CALM1/CALM3/CASQ1/CHGA/FXYD6/GNAO1/GSTM2/ITPR2/KCNJ3/NOS1/NPPC/OXT/RANGRF/RGS4/SCN5A/SGCD/SGCG/SPTBN4/STIM1/TNNI3/TNNI3K/TTN	28
BP	GO:0017156	calcium ion regulated exocytosis	19/693	154/18670	4.49084133766117e-06	0.00263893064104314	0.00249300784257796	CALM3/CHRNB2/CPLX1/DOC2A/KCNB1/NAPB/PCLO/RIMS2/RIMS3/RPH3AL/SCAMP5/SNAP25/STX4/SV2A/SYN1/SYP/TRIM9/UNC13A/VAMP2	19
BP	GO:1903522	regulation of blood circulation	28/693	297/18670	6.40172956613882e-06	0.00296705337488723	0.00280298664083772	ACE/AGTR1/APLN/ATP1A2/ATP1A4/CACNA2D2/CACNG6/CALM1/CALM3/CASQ1/CHGA/CHRM3/FXYD6/GNAO1/GSTM2/ITPR2/KCNJ3/NOS1/NPPC/OXT/PTGER2/RANGRF/RGS4/SCN5A/SPTBN4/STIM1/TNNI3/TNNI3K	28
BP	GO:0006814	sodium ion transport	23/693	218/18670	6.84725270339422e-06	0.00296705337488723	0.00280298664083772	ACTN4/ATP1A2/ATP1A4/CNNM4/FXYD6/HCN2/HCN3/NOS1/RANGRF/SCN5A/SCN8A/SCNN1B/SHROOM2/SIK1/SLC20A1/SLC22A4/SLC23A2/SLC24A3/SLC4A8/SLC5A10/SLC5A9/SPTBN4/WNK3	23
