ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0072331	signal transduction by p53 class mediator	41/1281	267/18670	9.82121352812186e-07	0.00556862807044509	0.00492921537916684	AEN/ATM/BANP/BCL2/BOP1/CASP2/CCNB1/CDK1/CDKN1B/CHD4/CNOT6/CSNK2A1/ELL3/EP300/FOXO3/GTSE1/ING2/MAGEA2/MAGEA2B/MAPK11/MAPK14/MEAF6/MUC1/MYBBP1A/MYO6/NOC2L/PERP/PHLDA3/PPP1R13L/PRKAG2/RAD1/RAD17/RPA2/RPL23/RPL5/RPS27L/RRN3/TAF12/TAF9/TFDP2/TP63	41
BP	GO:0044839	cell cycle G2/M phase transition	40/1281	266/18670	2.27059197686002e-06	0.00643712825439815	0.00569799081350977	AKAP8/ARPP19/ATF5/ATM/BORA/CALM3/CCNB1/CDK1/CDK14/CDKN2B/CEP290/CEP57/CEP63/CEP70/CEP76/CIT/DYNC1I2/DYNLL1/ENSA/FHL1/FOXN3/GTSE1/HMMR/LATS1/MAPRE1/NAE1/NES/ODF2/PPP1R12B/PSMA1/PSMA4/PSMB1/PSMB3/PSMC4/PSMD1/PSME3/PSME4/RAD17/TAOK2/TUBA1A	40
BP	GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	19/1281	86/18670	4.47884384449186e-06	0.00749240575642818	0.00663209702898906	ARF3/BNIP1/COPB2/COPG1/COPZ2/GOLPH3/KDELR3/KIF11/KIF2C/KIF3A/KIF3B/KLC1/RAB33B/RAB6A/RAB6C/RACGAP1/SEC22B/TMED7/TMED9	19
BP	GO:0000086	G2/M transition of mitotic cell cycle	37/1281	247/18670	5.88970563741772e-06	0.00749240575642818	0.00663209702898906	ARPP19/ATM/BORA/CALM3/CCNB1/CDK1/CDK14/CDKN2B/CEP290/CEP57/CEP63/CEP70/CEP76/CIT/DYNC1I2/DYNLL1/ENSA/FHL1/FOXN3/HMMR/LATS1/MAPRE1/NAE1/NES/ODF2/PPP1R12B/PSMA1/PSMA4/PSMB1/PSMB3/PSMC4/PSMD1/PSME3/PSME4/RAD17/TAOK2/TUBA1A	37
BP	GO:0000281	mitotic cytokinesis	17/1281	73/18670	6.65681733108639e-06	0.00749240575642818	0.00663209702898906	ANK3/ARF1/CENPA/CEP55/CFL1/CHMP3/CIT/CKAP2/ECT2/KIF20A/RACGAP1/RHOC/SPAST/STMN1/TRIM36/UNC119/USP8	17
BP	GO:0006413	translational initiation	31/1281	193/18670	7.93127798846752e-06	0.00749240575642818	0.00663209702898906	EIF1/EIF1AX/EIF2AK2/EIF2AK3/EIF2B4/EIF3C/EIF3CL/EIF3D/EIF3K/EIF4E/EIF4EBP2/EIF4G1/EIF4G2/EIF5/EIF6/KLHL25/NCK2/PABPC1/RPL10/RPL10A/RPL19/RPL23/RPL28/RPL36A/RPL5/RPS13/RPS16/RPS29/RPS8/YTHDF2/YTHDF3	31
BP	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	39/1281	273/18670	1.05131843375157e-05	0.00749240575642818	0.00663209702898906	ANXA3/CD209/CDH19/CLDN1/CLDN11/CLDN8/CXADR/DSC3/DSG3/FAT2/GPC4/ITGAL/LGALS7B/MAPK14/PCDHGA1/PCDHGA10/PCDHGA11/PCDHGA12/PCDHGA2/PCDHGA3/PCDHGA4/PCDHGA5/PCDHGA6/PCDHGA7/PCDHGA8/PCDHGA9/PCDHGB1/PCDHGB2/PCDHGB3/PCDHGB4/PCDHGB5/PCDHGB6/PCDHGB7/PCDHGC3/PCDHGC4/PCDHGC5/ROBO3/SELP/TGFB2	39
BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	28/1281	168/18670	1.05712955998987e-05	0.00749240575642818	0.00663209702898906	ANXA3/CDH19/DSC3/DSG3/FAT2/PCDHGA1/PCDHGA10/PCDHGA11/PCDHGA12/PCDHGA2/PCDHGA3/PCDHGA4/PCDHGA5/PCDHGA6/PCDHGA7/PCDHGA8/PCDHGA9/PCDHGB1/PCDHGB2/PCDHGB3/PCDHGB4/PCDHGB5/PCDHGB6/PCDHGB7/PCDHGC3/PCDHGC4/PCDHGC5/ROBO3	28
BP	GO:0048193	Golgi vesicle transport	48/1281	368/18670	1.33195340551311e-05	0.00839130645473261	0.00742778226606611	ACTR10/AMN/ANK2/ANK3/ARF1/ARF3/ARFRP1/BNIP1/COPB2/COPG1/COPZ2/DYNC1I2/DYNLL1/EXOC5/GGA2/GGA3/GOLPH3/GOSR1/KDELR3/KIF11/KIF2C/KIF3A/KIF3B/KLC1/KLHL20/MACF1/PDCD6/PGAP1/PITPNM3/RAB14/RAB33B/RAB6A/RAB6C/RACGAP1/SCAMP1/SEC22A/SEC22B/SEC23A/SEC24B/SEC24C/SGSM2/SORT1/SPAST/TMED7/TMED9/VAMP3/VPS13A/YIF1B	48
BP	GO:0030098	lymphocyte differentiation	46/1281	353/18670	2.05025702310717e-05	0.0116249573210177	0.0102901320907105	ATM/ATP7A/BCL2/BLNK/BMP4/CCR2/CCR6/CD79A/CD83/DUSP10/EGR1/EGR3/EP300/FGL2/FUT7/FZD7/GATA3/GPR18/IL23A/IL7/IRF4/ITM2A/LAG3/LEPR/LIG4/LY6D/LY9/NCAPH2/NOTCH2/PLCG2/PNP/PTK2B/PTPRJ/RNF41/SFRP1/SMAD7/SPN/TESPA1/TNFSF8/TOX/VAV1/WNT4/ZBTB16/ZBTB7A/ZBTB7B/ZMIZ1	46
BP	GO:0060326	cell chemotaxis	41/1281	304/18670	2.54839654170118e-05	0.0128453905834042	0.0113704302054527	ACKR3/ARHGEF16/ARHGEF5/C5/CCR2/CCR6/CH25H/CSF3R/CX3CR1/CXADR/CXCL1/CXCL14/CXCL3/CXCR6/DUSP1/EDN3/EGR3/FGF2/GAB1/GPR18/IL23A/ITGA9/MAPK14/MET/MMP28/MST1/P2RX4/PADI2/PTK2B/RAC1/S100A7/S1PR1/SAA1/SAA2/SEMA5A/SLC12A2/STK39/SWAP70/TGFB2/THBS1/VAV1	41
BP	GO:0002685	regulation of leukocyte migration	30/1281	196/18670	2.86964274773042e-05	0.0128453905834042	0.0113704302054527	C5/CCR2/CCR6/CD99/CX3CR1/CXCL14/DUSP1/EDN3/GPR18/HMOX1/IL23A/IL27RA/IL33/KITLG/LRCH1/MAPK14/MMP28/MST1/P2RX4/PADI2/PLVAP/PTK2B/RABGEF1/RAC1/S100A7/SELP/SPN/STK39/SWAP70/THBS1	30
BP	GO:0001738	morphogenesis of a polarized epithelium	24/1281	141/18670	3.09620671491837e-05	0.0128453905834042	0.0113704302054527	AHI1/DVL3/EXOC5/FZD4/FZD7/GPC3/GPC4/IFT20/PARD6A/PSMA1/PSMA4/PSMB1/PSMB3/PSMC4/PSMD1/PSME3/PSME4/RAC1/SEC24B/SFRP1/SLC9A3R1/SMURF1/TP63/VANGL1	24
BP	GO:0001736	establishment of planar polarity	22/1281	124/18670	3.39825147709105e-05	0.0128453905834042	0.0113704302054527	DVL3/EXOC5/FZD4/FZD7/GPC3/GPC4/IFT20/PARD6A/PSMA1/PSMA4/PSMB1/PSMB3/PSMC4/PSMD1/PSME3/PSME4/RAC1/SEC24B/SFRP1/SMURF1/TP63/VANGL1	22
BP	GO:0007164	establishment of tissue polarity	22/1281	124/18670	3.39825147709105e-05	0.0128453905834042	0.0113704302054527	DVL3/EXOC5/FZD4/FZD7/GPC3/GPC4/IFT20/PARD6A/PSMA1/PSMA4/PSMB1/PSMB3/PSMC4/PSMD1/PSME3/PSME4/RAC1/SEC24B/SFRP1/SMURF1/TP63/VANGL1	22
BP	GO:0000910	cytokinesis	27/1281	171/18670	4.06618400797688e-05	0.0144095395782681	0.0127549772039696	ANK3/ARF1/CALM1/CALM2/CALM3/CENPA/CEP55/CFL1/CHMP3/CIT/CKAP2/CSPP1/ECT2/GIPC1/KIF20A/KIF3B/KLHL9/PIK3R4/RACGAP1/RHOC/ROPN1B/SETD2/SPAST/STMN1/TRIM36/UNC119/USP8	27
BP	GO:0010948	negative regulation of cell cycle process	45/1281	361/18670	7.42390370322899e-05	0.0247609023513579	0.0219177540910191	ATF5/ATM/AURKAIP1/BCL2/BMP4/BUB1B/CASP2/CCNB1/CDK1/CDKN1B/CDKN2B/CNOT6/DUSP1/EP300/FHL1/FOXN3/GTSE1/HSP90AB1/MGA/MSH6/MUC1/NAA10/NAE1/OVOL1/PCGF2/PHC1/PRKAR1A/PSMA1/PSMA4/PSMB1/PSMB3/PSMC4/PSMD1/PSME3/PSME4/PTTG1/RAD1/RAD17/RNF2/RPA2/RPL23/RPS27L/SUZ12/TAOK2/TFDP2	45
BP	GO:0006360	transcription by RNA polymerase I	14/1281	64/18670	8.89923016184793e-05	0.0264894088060273	0.0234477863523881	DDX11/EIF2AK3/ERCC6/GTF2H4/GTF2H5/MED1/POLR1C/POLR1E/POLR2K/PWP1/RRN3/TAF1B/TAF1D/WDR43	14
BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	9/1281	29/18670	9.34370680988619e-05	0.0264894088060273	0.0234477863523881	CDKN2B/CITED2/EP300/FERMT1/GIPC1/HSP90AB1/ING2/TGFBR3/THBS1	9
BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	9/1281	29/18670	9.34370680988619e-05	0.0264894088060273	0.0234477863523881	CDKN2B/CITED2/EP300/FERMT1/GIPC1/HSP90AB1/ING2/TGFBR3/THBS1	9
BP	GO:1905330	regulation of morphogenesis of an epithelium	27/1281	180/18670	0.000100324434112005	0.0270875972102414	0.0239772883130847	AHI1/BMP4/DVL3/FGF7/FKBPL/FZD4/FZD7/GATA3/GPC3/GPC4/PARD6A/PSMA1/PSMA4/PSMB1/PSMB3/PSMC4/PSMD1/PSME3/PSME4/RAC1/SEC24B/SFRP1/SIX2/SMURF1/TACSTD2/VANGL1/WNT4	27
BP	GO:0061640	cytoskeleton-dependent cytokinesis	18/1281	100/18670	0.00014123179072082	0.0363992842448658	0.0322197692898023	ANK3/ARF1/CENPA/CEP55/CFL1/CHMP3/CIT/CKAP2/ECT2/KIF20A/RACGAP1/RHOC/ROPN1B/SPAST/STMN1/TRIM36/UNC119/USP8	18
BP	GO:0006473	protein acetylation	29/1281	204/18670	0.000149143178905605	0.0367670358432514	0.0325452941428799	ATF2/DPF2/DPF3/DSCC1/EID1/EP300/GATA3/GSK3B/IRF4/KANSL1L/KANSL3/KMT2A/MAGEA2/MAGEA2B/MCM3AP/MEAF6/MUC1/NAA10/NAA16/NAA35/NAP1L2/NOC2L/PCGF2/PPARGC1A/RUVBL2/SETD5/TAF12/TAF9/WBP2	29
BP	GO:0090175	regulation of establishment of planar polarity	19/1281	110/18670	0.000164431935557252	0.0385355067476837	0.0341107019721444	DVL3/FZD4/FZD7/GPC3/GPC4/PARD6A/PSMA1/PSMA4/PSMB1/PSMB3/PSMC4/PSMD1/PSME3/PSME4/RAC1/SEC24B/SFRP1/SMURF1/VANGL1	19
BP	GO:0019882	antigen processing and presentation	31/1281	226/18670	0.000174089904015328	0.0385355067476837	0.0341107019721444	ACTR10/ARF1/CD209/DYNC1I2/DYNLL1/FGL2/KIF11/KIF2C/KIF3A/KIF3B/KLC1/LAG3/NCF4/NOD1/PSMA1/PSMA4/PSMB1/PSMB3/PSMC4/PSMD1/PSME3/PSME4/RAB4A/RAB6A/RACGAP1/SEC22B/SEC23A/SEC24B/SEC24C/THBS1/VAMP3	31
