ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0033044	regulation of chromosome organization	71/1848	342/18670	1.1233211599015e-09	6.76800998840654e-06	5.89329753784114e-06	AKAP8/AKAP8L/ANAPC1/APC/ASF1A/AURKB/BUB1/CCT2/CCT4/CCT7/CCT8/CDC23/CDC45/CDK5RAP2/DKC1/DLGAP5/DYNC1LI1/EID1/ERCC4/EXOSC10/FBXO4/GNL3/HIRA/HNRNPU/IL1B/KDM3A/KDM4C/KMT2A/KMT2B/LIG4/MAD2L1/MKI67/MUC1/NAT10/NOC2L/NUMA1/OGT/OTUB1/PADI2/PARN/PHF8/PINK1/POT1/PPP1R10/PRDM12/PRKD1/RAD21/RNF4/RTEL1/RTF1/SART3/SET/SETD1A/SIRT6/SKI/SMC5/SMG1/SNW1/TADA3/TAF7/TAL1/TEN1/TLK1/TRAPPC12/TRIP12/UBE2N/WDR61/WDR70/XRCC5/YLPM1/ZNHIT1	71
BP	GO:0042176	regulation of protein catabolic process	72/1848	381/18670	5.33252136402146e-08	0.000160642206091146	0.000139880455148858	ADAM9/AGAP2/AKT1/ANXA2/APC/APC2/AREL1/ARIH1/ARIH2/ARNTL/AXIN1/BANP/CD81/CEBPA/CHEK2/CSNK2A1/CUL4B/DDA1/EDEM1/EDEM2/EFNA1/EGFR/EGLN2/FBXO22/FZR1/GIPC1/GNA12/GPC3/GPLD1/HMGCR/HSP90AB1/IL1B/ITCH/LATS1/MAD2L1/MAPK9/MDM2/MGAT3/NFE2L2/NRG1/OAZ2/OGT/OS9/PACSIN3/PARK7/PBK/PDCL3/PINK1/PRKACA/PSEN1/PSMC4/PSMD2/PTTG1IP/PYHIN1/RHBDF1/RNF128/RNFT1/RPL23/RYBP/SEC22B/SMAD7/SMURF1/SNX1/SOX17/TAF9/TRIB1/UBE2K/UBE3A/UBQLN2/UBXN1/UCHL5/WNT10B	72
BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	40/1848	168/18670	1.09881927883988e-07	0.000220679538500342	0.000192158431078524	ANXA3/CDH2/CEACAM1/DSC2/DSC3/IGSF9B/ITGB1/L1CAM/PCDH11X/PCDHA2/PCDHA3/PCDHA5/PCDHA6/PCDHB6/PCDHGA1/PCDHGA10/PCDHGA11/PCDHGA12/PCDHGA2/PCDHGA3/PCDHGA4/PCDHGA5/PCDHGA6/PCDHGA7/PCDHGA8/PCDHGA9/PCDHGB1/PCDHGB2/PCDHGB3/PCDHGB4/PCDHGB5/PCDHGB6/PCDHGB7/PCDHGC3/PCDHGC4/PCDHGC5/PIK3CB/PLXNB2/ROBO3/TENM3	40
BP	GO:0009896	positive regulation of catabolic process	75/1848	423/18670	4.09244752010874e-07	0.000616424907716379	0.000536756801058472	ADAM9/AGO2/AKT1/APC/APC2/APOA4/AREL1/ARIH1/ARIH2/ARNT/AXIN1/BCL2L11/BNIP3L/CD81/CEBPA/CNOT1/CNOT7/CPT1A/CSNK2A1/CUL4B/DDA1/EDEM1/EDEM2/EGLN2/ENDOG/EPM2A/FBXO22/FOXO3/FZR1/GIGYF2/GNAI3/GPC3/GPLD1/HK2/HNRNPR/HTT/IL1B/ITCH/MAP3K7/MAPK9/MDM2/MEX3D/NFE2L2/OAZ2/PACSIN3/PARK7/PIK3CB/PINK1/PIP4K2B/PRKAA2/PRKD1/PSEN1/PSMC4/PTPN1/PTTG1IP/PYHIN1/RAB3GAP1/RAB3GAP2/RIPK2/RNF128/RNFT1/SEC22B/SMAD7/SMURF1/SNX1/SOX17/ST20/TBK1/TPCN1/TRIB1/TRIM8/TSC2/UBQLN2/VPS13C/YTHDF3	75
BP	GO:0072331	signal transduction by p53 class mediator	53/1848	267/18670	6.26132197895881e-07	0.000754489298464537	0.000656977447223805	AEN/AKT1/AURKB/BANP/BATF/CASP2/CDK1/CDK2/CHEK2/CNOT1/CNOT6/CNOT7/CSNK2A1/E2F2/EHMT2/ELL3/FOXO3/GTSE1/HDAC1/HDAC2/MAGEA2/MAGEA2B/MAPK11/MDM2/MSX1/MUC1/MYBBP1A/MYO6/NOC2L/PCBP4/PPM1D/PPP1R13B/PPP1R13L/PRKAA2/PRKAB2/PTTG1IP/PYHIN1/RBBP7/RFC2/RFC4/RGCC/RPL23/RPS27L/RRN3/RRP8/SNW1/TAF13/TAF4B/TAF7/TAF9/TFAP4/TFDP2/TP63	53
BP	GO:0071897	DNA biosynthetic process	42/1848	196/18670	1.13832409056286e-06	0.000990413184940765	0.000862410013320773	AURKB/CCT2/CCT4/CCT7/CCT8/DKC1/DNAJC2/DSCC1/EXOSC10/FBXO4/GRHL2/HNRNPU/HSP90AB1/ISG15/KLF4/LIG1/LIG4/NAT10/NHP2/NPLOC4/PARM1/PARN/PARP3/POLD3/POLE2/POLG/POLL/POLM/POLQ/POT1/PPIA/RFC1/RFC2/RFC4/RGCC/SH2B1/TEN1/TERT/UBE2L6/WRNIP1/XRCC5/ZBTB1	42
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	73/1848	419/18670	1.1506875177735e-06	0.000990413184940765	0.000862410013320773	AKT1/ANAPC1/AREL1/ARIH1/ARIH2/ARNTL/AURKB/CCNF/CDC23/CDK1/CDK2/CEBPA/CUL1/CUL4B/DCAF11/DDA1/DNAJB12/EDEM1/EDEM2/FBXL4/FBXO22/FBXO38/FBXO4/FBXW11/FOXRED2/FZR1/GID4/GIPC1/GNA12/HSP90AB1/ITCH/KLHL20/MAD2L1/MAPK9/MDM2/NEMF/NFE2L2/NPLOC4/OGT/OS9/PARK7/PBK/PCNP/PSEN1/PSMA1/PSMA3/PSMA4/PSMB3/PSMC4/PSMD2/PSMD6/PSMD8/RMND5A/RNF103/RNF121/RNF4/RYBP/SIAH1/SKP2/SMAD7/SMURF1/SPOP/TAF9/TMUB2/TRIB1/UBE2K/UBE2S/UBE3A/UBE4A/UBQLN2/UBXN1/UCHL5/WNT10B	73
BP	GO:0042254	ribosome biogenesis	56/1848	297/18670	1.69288919803046e-06	0.00127495717726669	0.00111017891618208	ABT1/CUL4B/DDX10/DDX28/DDX52/DKC1/EIF4A3/EIF6/EMG1/ERI3/EXOSC1/EXOSC10/FASTKD2/FCF1/GNL2/GTPBP10/IMP3/KRR1/MTERF4/MYBBP1A/NAT10/NHP2/NMD3/NOC2L/NOP16/NPM3/PA2G4/PPAN/PWP1/PWP2/RAN/RBFA/RIOK3/RPF1/RPL10A/RPP25/RPP40/RPS16/RPS2/RPS21/RPS27/RPS27L/RPS8/RRN3/RRP1/RRP8/RRP9/SENP3/TFB2M/TSR3/UTP14A/UTP14C/WDR12/WDR43/WDR46/WDR55	56
BP	GO:0010498	proteasomal protein catabolic process	79/1848	477/18670	3.23211395946302e-06	0.00216372073397386	0.00188407672210102	AKT1/ANAPC1/AREL1/ARIH1/ARIH2/ARNTL/AURKB/CCNF/CDC23/CDK1/CDK2/CEBPA/CUL1/CUL4B/DCAF11/DDA1/DNAJB12/EDEM1/EDEM2/FBXL4/FBXO22/FBXO38/FBXO4/FBXW11/FOXRED2/FZR1/GID4/GIPC1/GNA12/HSP90AB1/ITCH/KLHL20/MAD2L1/MAPK9/MDM2/NEMF/NFE2L2/NPLOC4/NR1D1/OGT/OS9/PARK7/PBK/PCNP/PINK1/PRKACA/PSEN1/PSMA1/PSMA3/PSMA4/PSMB3/PSMC4/PSMD2/PSMD6/PSMD8/RHBDF1/RMND5A/RNF103/RNF121/RNF4/RNFT1/RYBP/SIAH1/SKP2/SMAD7/SMURF1/SOCS6/SPOP/TAF9/TMUB2/TRIB1/UBE2K/UBE2S/UBE3A/UBE4A/UBQLN2/UBXN1/UCHL5/WNT10B	79
BP	GO:0034504	protein localization to nucleus	50/1848	262/18670	4.19865049545012e-06	0.0025296869235087	0.00220274463887615	AGT/AKT1/APPL2/ARNTL/BANP/BBS4/CCT2/CCT4/CCT7/CCT8/CDK1/DKC1/FBXO4/GTSE1/HNRNPU/IPO9/KPNA2/KPNA4/MDM2/MED1/MSX1/NF1/NF2/NMD3/NUP133/NUP50/NXT2/PARK7/POM121/POM121C/PPP1R10/PSEN1/PTTG1IP/PYHIN1/RAN/RANBP2/RANGAP1/RPAIN/RPL23/SMO/SUN1/SUN2/TERT/TNPO1/TRIM8/TSC2/TXNIP/ZBTB7A/ZIC1/ZPR1	50
