ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1903311	regulation of mRNA metabolic process	69/1833	324/18670	4.34291433275131e-10	2.62094879981542e-06	2.14951402027333e-06	CCNB1/CCNT1/CDK11A/CDK11B/CELF3/CNOT1/DHX34/DYRK1A/E2F1/ELAVL1/EXOSC1/EXOSC4/EXOSC5/FAM172A/FASTKD1/FXR1/GTPBP1/HNRNPA1/HNRNPK/HSF1/HSPA1A/IGF2BP2/JMJD6/KHDRBS1/KHSRP/LARP1/MAPKAPK2/PABPC1/PABPC4/PABPN1/PKP1/POLR2G/PRDX6/PRKCD/PRPF19/PSMA1/PSMA2/PSMA3/PSMA5/PSMA6/PSMA7/PSMB10/PSMB8/PSMD11/PSMD4/PSMD5/PSME2/PTBP1/RBM15B/RBM19/RBM23/RBM38/RBM42/RBM7/RC3H1/RNASEL/RNF40/SAMD4B/SERBP1/SET/SNRPA/SON/SRSF3/SRSF8/SUPT5H/UBC/XPO1/YBX1/ZFP36L2	69
BP	GO:0010498	proteasomal protein catabolic process	89/1833	477/18670	1.85264603708427e-09	5.59035941690178e-06	4.58481140335275e-06	ANAPC1/ARAF/ARRB2/AURKA/AURKB/BAG2/BBS7/BUB1B/CBFA2T3/CCNB1/CDC16/CDC20/CDC27/CEBPA/CRBN/CSNK1D/CSNK1E/CTNNB1/CUL2/DAB2/DDA1/DERL1/DET1/DNAJC10/EDEM1/EDEM2/FAF1/FAF2/FBXL12/FBXL6/FBXO38/FOXF2/FOXRED2/GBA/GCLC/GIPC1/GLMN/GSK3A/HERC2/HSPA1A/HSPA1B/HSPBP1/KCTD13/KIF14/N4BP1/NFE2L2/NPLOC4/PCBP2/PKD1/POMT2/PRPF19/PSMA1/PSMA2/PSMA3/PSMA5/PSMA6/PSMA7/PSMB10/PSMB8/PSMD11/PSMD4/PSMD5/PSME2/PTTG1/RAD23B/RNF121/RNF187/RNF40/RNF5/SDF2/SHARPIN/SIAH1/SIAH2/SKP2/SMARCC1/SOCS5/TAF1/TBL1XR1/TOPORS/TREM2/TRIM13/UBC/UBE2C/UBE2E1/UBE2S/UBE4A/UBE4B/UGGT1/USP25	89
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	80/1833	419/18670	4.18007048793001e-09	7.29818358232345e-06	5.98544616126715e-06	ANAPC1/ARAF/ARRB2/AURKA/AURKB/BBS7/BUB1B/CBFA2T3/CCNB1/CDC16/CDC20/CDC27/CEBPA/CRBN/CSNK1D/CSNK1E/CTNNB1/CUL2/DAB2/DDA1/DERL1/DET1/DNAJC10/EDEM1/EDEM2/FAF1/FAF2/FBXL12/FBXL6/FBXO38/FOXF2/FOXRED2/GBA/GCLC/GIPC1/GLMN/GSK3A/HERC2/HSPA1A/HSPA1B/HSPBP1/KCTD13/KIF14/N4BP1/NFE2L2/NPLOC4/PCBP2/PSMA1/PSMA2/PSMA3/PSMA5/PSMA6/PSMA7/PSMB10/PSMB8/PSMD11/PSMD4/PSMD5/PSME2/PTTG1/RAD23B/RNF121/RNF187/RNF5/SHARPIN/SIAH1/SIAH2/SKP2/SMARCC1/SOCS5/TAF1/TBL1XR1/TOPORS/TRIM13/UBC/UBE2C/UBE2E1/UBE2S/UBE4A/UBE4B	80
BP	GO:0042110	T cell activation	86/1833	464/18670	4.83723849698323e-09	7.29818358232345e-06	5.98544616126715e-06	AIF1/AP3D1/APBB1IP/AZI2/BATF/BTN3A1/CCR2/CCR6/CD2/CD27/CD3E/CD3G/CD4/CD44/CD46/CD6/CD74/CLEC4A/CORO1A/CTNNB1/CTPS1/DLG1/DOCK2/DUSP10/ELF4/FCGR2B/FKBP1A/FZD7/GLMN/HES1/HSPD1/ICOS/IDO1/IFNG/IL12RB1/IL18R1/IL23A/IL2RA/IL7/IRF1/IRF4/ITGAL/ITPKB/JAG2/JMJD6/KDELR1/KIF13B/KLRK1/LAX1/LCP1/LILRB1/LRRC32/LY9/MALT1/MAPK8IP1/NCAPH2/PAK3/PDPK1/PIK3CG/PPP3CA/PRKAR1A/PRKCQ/PRKCZ/PSMB10/PTPN6/RAC2/RC3H1/RPL22/RUNX3/SASH3/SEMA4A/SOCS1/SOCS5/SOD1/SOX13/SPINK5/SPN/STK11/SYK/TNFSF14/TNFSF8/VNN1/XCL1/ZBTB7B/ZFP36L2/ZMIZ1	86
BP	GO:0042116	macrophage activation	29/1833	95/18670	1.6050608678766e-08	1.93730846752705e-05	1.58884130542227e-05	AIF1/C1QA/CCL3/CD74/CEBPA/CRTC3/CX3CL1/FCGR2B/GRN/HSPD1/IFNG/ITGAM/ITGB2/JAK2/JMJD6/JUN/MYO18A/NR1H3/PJA2/PLA2G10/SLC7A2/SNCA/STAP1/SYK/TLR2/TLR6/TLR7/TREM2/TYROBP	29
BP	GO:0019058	viral life cycle	64/1833	328/18670	6.40562569805399e-08	6.4429918479593e-05	5.28407930390348e-05	ADAR/APOBEC3F/APOBEC3G/BANF1/CCNK/CD4/CD46/CD74/CHMP4A/CHMP5/CTSB/CXCR6/DAG1/DDX3X/EGFR/EPS15/HSPA1A/HSPA1B/IFIT5/ILF3/INPP5K/ITGA2/ITGB5/ITGB6/KPNA2/KPNA6/LARP1/MID2/MPHOSPH8/MRC1/NPC1/NUCKS1/NUP107/NUP160/NUP205/NUP37/NUP85/PABPC1/PCBP1/PCBP2/PIK3C2G/PKN2/POM121C/PPIA/PPIE/PPIH/RAB5A/RAN/RNASEL/SCARB1/SELPLG/SERPINB3/SMC3/STAU1/TARBP2/TRIM13/TRIM28/TRIM5/TRIM62/UBC/USP6NL/UVRAG/VPS37B/XPO1	64
BP	GO:0071346	cellular response to interferon-gamma	42/1833	180/18670	7.80593278109409e-08	6.72982919055755e-05	5.51932269724878e-05	ACTG1/AIF1/CASP1/CCL18/CCL22/CCL3/CCL3L3/CCL4/CD44/CD58/CX3CL1/FCGR1A/GBP1/GBP2/HCK/IFI30/IFNG/IL12RB1/IRF1/IRF2/IRF3/IRF4/IRF5/IRF8/IRF9/JAK1/JAK2/KIF5B/MID1/MRC1/MYO1C/NR1H3/PRKCD/RPL13A/SOCS1/STXBP1/TLR2/TRIM5/TRIM62/TRIM68/XCL1/XCL2	42
BP	GO:0031145	anaphase-promoting complex-dependent catabolic process	25/1833	81/18670	1.21569493505685e-07	9.17089866633511e-05	7.52131261136488e-05	ANAPC1/AURKA/AURKB/BUB1B/CCNB1/CDC16/CDC20/CDC27/PSMA1/PSMA2/PSMA3/PSMA5/PSMA6/PSMA7/PSMB10/PSMB8/PSMD11/PSMD4/PSMD5/PSME2/PTTG1/UBC/UBE2C/UBE2E1/UBE2S	25
BP	GO:0043312	neutrophil degranulation	84/1833	485/18670	1.67367473687471e-07	0.000112229189300432	9.20423229565485e-05	ACLY/ALDH3B1/ATAD3B/ATP6V0C/C3/C3AR1/CAT/CD14/CD44/CD53/CD58/CD68/CHIT1/CMTM6/COMMD9/CRISPLD2/CTSB/CTSH/CXCR1/CYBB/DDX3X/DEGS1/DGAT1/DNAJC3/DOCK2/ENPP4/FABP5/FAF2/FCGR3B/FTL/GM2A/GMFG/GRN/GSDMD/GSTP1/HBB/HSPA1A/HSPA1B/HSPA6/HUWE1/IQGAP1/ITGAL/ITGAM/ITGB2/JUP/KCNAB2/LAIR1/LILRB3/LTA4H/MMP9/NDUFC2/NPC2/PA2G4/PADI2/PDXK/PGAM1/PKP1/PLD1/PPIA/PPIE/PRDX6/PRKCD/PRSS2/PSAP/PSMA2/PSMA5/PSMD11/PTPN6/PTPRJ/PTPRN2/QSOX1/RAB14/RAB3D/RAB4B/SELL/SERPINB3/SYK/TCN1/TLR2/TUBB/TYROBP/VCL/VNN1/YPEL5	84
BP	GO:0002283	neutrophil activation involved in immune response	84/1833	488/18670	2.19676226966728e-07	0.00013257460297442	0.000108728170441848	ACLY/ALDH3B1/ATAD3B/ATP6V0C/C3/C3AR1/CAT/CD14/CD44/CD53/CD58/CD68/CHIT1/CMTM6/COMMD9/CRISPLD2/CTSB/CTSH/CXCR1/CYBB/DDX3X/DEGS1/DGAT1/DNAJC3/DOCK2/ENPP4/FABP5/FAF2/FCGR3B/FTL/GM2A/GMFG/GRN/GSDMD/GSTP1/HBB/HSPA1A/HSPA1B/HSPA6/HUWE1/IQGAP1/ITGAL/ITGAM/ITGB2/JUP/KCNAB2/LAIR1/LILRB3/LTA4H/MMP9/NDUFC2/NPC2/PA2G4/PADI2/PDXK/PGAM1/PKP1/PLD1/PPIA/PPIE/PRDX6/PRKCD/PRSS2/PSAP/PSMA2/PSMA5/PSMD11/PTPN6/PTPRJ/PTPRN2/QSOX1/RAB14/RAB3D/RAB4B/SELL/SERPINB3/SYK/TCN1/TLR2/TUBB/TYROBP/VCL/VNN1/YPEL5	84
