ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006413	translational initiation	37/1354	193/18670	4.31349366996677e-08	0.000248845449820383	0.000225845447520155	DDX1/EIF1AX/EIF2B2/EIF2B3/EIF2S1/EIF3G/EIF3I/EIF3M/EIF4A1/EIF4EBP2/EIF4G3/EIF5/EIF6/GLE1/NCBP2/PABPC1/POLR2G/RBM4/RPL10A/RPL13A/RPL17/RPL22/RPL27/RPL31/RPL34/RPL35A/RPL37/RPL5/RPL9/RPLP1/RPLP2/RPS10/RPS2/RPS21/RPS29/RPS3A/RPS5	37
BP	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	26/1354	120/18670	3.69106294559336e-07	0.000830450006223086	0.000753694123938953	GSPT2/NCBP2/PABPC1/PARN/PNRC2/RPL10A/RPL13A/RPL17/RPL22/RPL27/RPL31/RPL34/RPL35A/RPL37/RPL5/RPL9/RPLP1/RPLP2/RPS10/RPS2/RPS21/RPS29/RPS3A/RPS5/UPF2/UPF3A	26
BP	GO:0006612	protein targeting to membrane	36/1354	202/18670	4.31851277287096e-07	0.000830450006223086	0.000753694123938953	ADORA1/CHM/CHMP4A/FIS1/KCNB1/MICALL1/PDZK1/PRNP/RABGEF1/RPL10A/RPL13A/RPL17/RPL22/RPL27/RPL31/RPL34/RPL35A/RPL37/RPL5/RPL9/RPLP1/RPLP2/RPS10/RPS2/RPS21/RPS29/RPS3A/RPS5/SEC62/SEC63/SSR1/ZDHHC11/ZDHHC11B/ZDHHC14/ZDHHC24/ZDHHC4	36
BP	GO:0006605	protein targeting	59/1354	432/18670	1.84751933423138e-06	0.00266458475979521	0.00241830557064919	ABLIM3/ADORA1/AP4S1/ARIH2/CHM/CHMP4A/EHHADH/FBXW7/FIS1/GIPC1/HSPA1L/KCNB1/KIF13B/LEPROT/LONP2/MICALL1/MICALL2/PAOX/PARL/PDZK1/PEX2/PEX7/PHYH/PMM2/PRNP/RABGEF1/RNF31/RPL10A/RPL13A/RPL17/RPL22/RPL27/RPL31/RPL34/RPL35A/RPL37/RPL5/RPL9/RPLP1/RPLP2/RPS10/RPS2/RPS21/RPS29/RPS3A/RPS5/SEC62/SEC63/SSR1/TOMM34/TRAK2/UBC/VPS11/VPS13A/ZDHHC11/ZDHHC11B/ZDHHC14/ZDHHC24/ZDHHC4	59
BP	GO:0006401	RNA catabolic process	55/1354	397/18670	2.64770747048715e-06	0.00305492487944807	0.00277256778067433	CNOT7/DNA2/DND1/EXOSC7/EXOSC9/FASTKD3/FXR2/GIGYF2/GSPT2/GTPBP1/HNRNPD/HSPA1A/HSPA1B/MYD88/NCBP2/PABPC1/PABPC4/PARN/PCID2/PKP3/PNRC2/POLR2G/PRKCD/PSMB1/PSMB2/PSMD2/RNASEL/RNASET2/ROCK2/RPL10A/RPL13A/RPL17/RPL22/RPL27/RPL31/RPL34/RPL35A/RPL37/RPL5/RPL9/RPLP1/RPLP2/RPS10/RPS2/RPS21/RPS29/RPS3A/RPS5/TBRG4/TNFRSF1B/TNFSF13/UBC/UPF2/UPF3A/ZPR1	55
BP	GO:0006402	mRNA catabolic process	51/1354	364/18670	4.37965555700754e-06	0.00381271746060858	0.00346031997683938	CNOT7/DND1/EXOSC7/EXOSC9/FASTKD3/FXR2/GIGYF2/GSPT2/GTPBP1/HNRNPD/HSPA1A/HSPA1B/MYD88/NCBP2/PABPC1/PABPC4/PARN/PCID2/PKP3/PNRC2/POLR2G/PRKCD/PSMB1/PSMB2/PSMD2/RNASEL/ROCK2/RPL10A/RPL13A/RPL17/RPL22/RPL27/RPL31/RPL34/RPL35A/RPL37/RPL5/RPL9/RPLP1/RPLP2/RPS10/RPS2/RPS21/RPS29/RPS3A/RPS5/TBRG4/TNFSF13/UBC/UPF2/UPF3A	51
BP	GO:0002446	neutrophil mediated immunity	64/1354	499/18670	5.79697197825089e-06	0.00381271746060858	0.00346031997683938	ACE/ALDH3B1/ANXA2/ATP11A/ATP6AP2/ATP6V0A1/ATP6V0C/C5AR1/CALML5/CAMP/CD58/CFD/COMMD9/CSNK2B/CSTB/CXCL1/CYB5R3/DSG1/DSP/DYNC1LI1/ENPP4/ERP44/GAA/HMGB1/HP/HSPA1A/HSPA1B/IL6/ILF2/ITGAL/JUP/LAMTOR3/LPCAT1/LTA4H/MAN2B1/NDUFC2/ORM1/PA2G4/PAFAH1B2/PDXK/PIGR/PPIA/PRDX4/PRDX6/PRKCD/PRSS2/PSMB1/PSMD2/PTPN6/PTX3/RAB14/RAB5C/RNASET2/S100A11/S100A8/S100A9/SERPINB6/SLPI/STXBP3/TNFRSF1B/TOM1/TUBB/TUSC2/VCL	64
BP	GO:0072599	establishment of protein localization to endoplasmic reticulum	24/1354	122/18670	6.18169659756782e-06	0.00381271746060858	0.00346031997683938	CHMP4A/PMM2/RAB3GAP2/RPL10A/RPL13A/RPL17/RPL22/RPL27/RPL31/RPL34/RPL35A/RPL37/RPL5/RPL9/RPLP1/RPLP2/RPS10/RPS2/RPS21/RPS29/RPS3A/RPS5/SEC62/SEC63	24
BP	GO:0051235	maintenance of location	47/1354	330/18670	6.60865792675289e-06	0.00381271746060858	0.00346031997683938	BCL3/BSCL2/CALM1/CALM2/CALM3/CALR/CCL21/CHD7/CIDEA/CLIC2/CX3CL1/DMD/DZIP1/EHD1/EZR/F2R/FAF1/FBXW7/FGF2/FKBP1B/GAA/HILPDA/HK1/HK2/IKBKE/IL6/JUP/LATS1/LIME1/LPL/MCOLN1/MXI1/NFKBIA/NR1H3/PLCB1/PTPN6/RANGAP1/RYR1/RYR3/S100A8/S100A9/SYNE3/TMEM38B/TMSB4Y/TONSL/TOPORS/VPS13A	47
BP	GO:0090150	establishment of protein localization to membrane	47/1354	332/18670	7.78260724332042e-06	0.00381271746060858	0.00346031997683938	ACSL3/ADORA1/CALM3/CHM/CHMP4A/CLIP1/CSK/EGFR/FIS1/GRIP1/GZMB/KCNB1/MICALL1/PDZK1/PRNP/RAB3GAP2/RABGEF1/RPL10A/RPL13A/RPL17/RPL22/RPL27/RPL31/RPL34/RPL35A/RPL37/RPL5/RPL9/RPLP1/RPLP2/RPS10/RPS2/RPS21/RPS29/RPS3A/RPS5/SEC62/SEC63/SSR1/SYNE3/UBL4A/VAMP2/ZDHHC11/ZDHHC11B/ZDHHC14/ZDHHC24/ZDHHC4	47
BP	GO:0008286	insulin receptor signaling pathway	26/1354	141/18670	8.87502657493004e-06	0.00381271746060858	0.00346031997683938	AP3S1/APC/ATP6V0A1/ATP6V0A2/ATP6V0C/ATP6V0E2/ATP6V1C1/ATP6V1F/ATP6V1H/CDK4/EIF4EBP2/FOXO3/GPLD1/PIK3CA/PIK3R2/PIK3R3/PRKCD/PTPN11/PTPRA/SH2B2/SIK2/SMARCC1/SOCS2/SRC/TSC1/ZNF106	26
