ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0060218	hematopoietic stem cell differentiation	20/1389	83/18670	2.06540119362949e-06	0.00724420628317674	0.00648425195415032	ABL1/CHD2/ITCH/KMT2A/MEOX1/PSMA2/PSMA3/PSMB1/PSMB4/PSMC4/PSMD8/PSME3/PSME4/PSMF1/SETD1A/SFRP1/TCF12/TCF3/XRCC5/YTHDF2	20
BP	GO:0018205	peptidyl-lysine modification	55/1389	397/18670	5.64686568064796e-06	0.00724420628317674	0.00648425195415032	ARID4B/ARNT/ATAT1/ATF2/BRCA1/CAMKMT/CLOCK/DHPS/DPF2/DPF3/EGR2/EID1/GNL3/GTF2B/HDAC4/HDAC9/IRF4/KANSL3/KAT6B/KDM1A/KDM6A/KMT2A/MAGEA2/MAGEA2B/MCM3AP/MSL3/MUC1/NCOA1/NOC2L/NUP107/NUP43/OGT/PCGF2/PWP1/RLF/SEH1L/SENP2/SENP7/SETD1A/SETD3/SETD5/SETDB1/SIRT5/SMYD2/SUPT3H/SUZ12/TADA3/TAF12/TAF9/TPR/TRIM28/USPL1/VPS33B/WDR61/ZMIZ1	55
BP	GO:0048193	Golgi vesicle transport	52/1389	368/18670	5.71192307273866e-06	0.00724420628317674	0.00648425195415032	ACSL3/ACTR10/AMN/ARF3/BBS1/CCDC91/CNIH1/COPA/COPG1/CSK/CTAGE15/CTAGE4/CTAGE8/CTAGE9/DCTN1/EXOC5/F8/FOLR1/GGA3/GOLPH3/KIF3A/KIF3C/KLHL12/KLHL20/LLGL1/MACF1/MCFD2/NAPG/PDCD6/PPP6R3/RAB14/RAB1A/RAB6A/RAB6B/RAB6C/SAR1A/SCAMP1/SCAMP2/SCFD1/SEC22A/SEC22B/SEC24C/SGSM2/SNX1/SPTBN1/TMED3/TMED9/VAMP3/VAMP8/VPS54/VTI1B/YIPF5	52
BP	GO:0051028	mRNA transport	28/1389	152/18670	6.73128766675504e-06	0.00724420628317674	0.00648425195415032	AKAP8L/CDC40/DDX19A/EIF4E/EIF5A2/ENY2/FMR1/GLE1/KHSRP/KIF5C/MAGOHB/MCM3AP/NCBP2/NUP107/NUP43/NUTF2/SEH1L/SENP2/SLBP/SMG1/SMG5/SRSF1/SRSF2/SRSF4/TPR/XPO1/ZC3H11A/ZFP36	28
BP	GO:0048863	stem cell differentiation	40/1389	257/18670	6.78098645312289e-06	0.00724420628317674	0.00648425195415032	ABL1/ALDH1A2/ANXA6/BMP4/CFL1/CHD2/ELL3/FOLR1/FOXC2/ITCH/KIT/KITLG/KLHL12/KMT2A/MEOX1/MSX1/PDCD6/PSMA2/PSMA3/PSMB1/PSMB4/PSMC4/PSMD8/PSME3/PSME4/PSMF1/PWP1/SEMA3E/SEMA3G/SETD1A/SFRP1/SOX10/SOX17/TACSTD2/TCF12/TCF3/TGFB2/TP63/XRCC5/YTHDF2	40
BP	GO:0006732	coenzyme metabolic process	55/1389	403/18670	8.83054135183256e-06	0.00724420628317674	0.00648425195415032	ACOT1/ACOT13/ACOT2/ACSL3/AMD1/ARNT/BST1/COQ10B/CYB5A/CYP4F2/DDIT4/DERA/EIF6/ELOVL1/FDXR/FLAD1/FOLR1/G6PD/GART/GSTO1/HDAC4/HK1/HK3/HLCS/HSD17B4/MDH1/MOCS2/MOCS3/MTHFD2L/MVK/NADK/NUP107/NUP43/OGT/PANK4/PCCB/PDHA1/PDP1/PDPR/PGD/PGLS/PPCDC/PPT2/RPE/SEH1L/SHPK/SLC25A1/SLC25A12/SLC2A3/SLC5A6/SUCLG1/TPR/UBIAD1/VNN2/ZBTB7A	55
BP	GO:0042254	ribosome biogenesis	44/1389	297/18670	8.84518471694351e-06	0.00724420628317674	0.00648425195415032	AATF/BRIX1/C1QBP/CEBPZ/CUL4B/DDX10/DDX52/EIF6/ERI3/EXOSC5/EXOSC9/FASTKD2/KRR1/LSM6/MPHOSPH10/MPHOSPH6/MRPL11/MRPS7/MTERF4/MYBBP1A/NOC2L/NOL10/PTEN/PWP1/PWP2/RPL10/RPL14/RPP40/RPS27L/RPS9/RRN3/RRNAD1/RRP1/RSL24D1/TBL3/TFB2M/TRMT112/TRMT61B/TSR3/UTP14A/WDR12/WDR43/WDR55/XPO1	44
BP	GO:1901532	regulation of hematopoietic progenitor cell differentiation	19/1389	85/18670	1.19417781779525e-05	0.00855777678677524	0.00766002218651561	ABL1/DPF2/ITCH/KITLG/KMT2A/PSMA2/PSMA3/PSMB1/PSMB4/PSMC4/PSMD8/PSME3/PSME4/PSMF1/SETD1A/TCF12/TCF3/YTHDF2/ZBTB1	19
BP	GO:0006413	translational initiation	32/1389	193/18670	1.50565142200664e-05	0.00959099955818232	0.00858485459916069	AGO2/EIF1AX/EIF2AK3/EIF2B1/EIF2B2/EIF2B4/EIF2D/EIF2S1/EIF3C/EIF3CL/EIF3D/EIF4A1/EIF4E/EIF4G1/EIF4G2/EIF5/EIF6/FMR1/GLE1/KLHL25/NCBP2/PPP1CA/RPL10/RPL14/RPL17/RPL23/RPL37A/RPL4/RPS9/TPR/YTHDF2/YTHDF3	32
BP	GO:0070507	regulation of microtubule cytoskeleton organization	31/1389	186/18670	1.83028687169146e-05	0.00983607914426982	0.00880422408187417	ABL1/AKAP9/ATAT1/BRCA1/CDK2AP2/CEP250/CEP70/CEP85/CHMP3/CKAP2/CLIP1/DCTN1/DIXDC1/EML2/FAM107A/FKBP4/MAP9/MARK4/NAV3/NIN/NUBP1/PDCD6IP/PSRC1/RAB6C/RAC1/SKA1/TBCD/TPR/TRPV4/TTBK2/XPO1	31
