ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0033044	regulation of chromosome organization	65/1659	342/18670	3.09843394772368e-09	1.36428268359916e-05	1.1504086365034e-05	AKAP8L/ANAPC15/ANAPC5/APC/ASF1A/ATAD2/AURKB/BCL6/BRCA1/BUB1/BUB1B/CCNB1/CCT2/CCT5/CCT8/CDC23/CDK5RAP2/CENPE/CENPF/DKC1/DYNC1LI1/EID1/ERCC4/ESPL1/EXOSC10/GNL3/GNL3L/IL1B/ING2/KAT2A/KAT7/KMT2A/MAPK8/NAP1L2/NDC80/NOC2L/OGT/OTUB1/PADI2/PARN/PCID2/PHF8/POT1/PRKD1/PTTG1/RAD21/RNF40/RUVBL2/SART3/SETD1A/SETD5/SLX1A/SLX1B/SMC5/SMG1/SNAI2/SNW1/SRC/TACC3/TADA2A/TCP1/TEN1/TWIST1/WDR70/ZNF451	65
BP	GO:0044839	cell cycle G2/M phase transition	54/1659	266/18670	6.2993047675556e-09	1.36428268359916e-05	1.1504086365034e-05	AKAP8L/ARPP19/AURKB/BACH1/BRCA1/CALM3/CCNB1/CCNB2/CDC14B/CDC25A/CDK1/CDK4/CDK5RAP2/CENPF/CENPJ/CEP152/CEP164/CEP192/CEP63/CEP70/CUL1/DCTN1/DNM2/DONSON/DTL/DYNLL1/FBXW11/FOXM1/GTSE1/HSP90AA1/HSPA2/KIF14/LATS1/MELK/MIIP/PAFAH1B1/PHLDA1/PPM1D/PPME1/PPP1R12B/PSMA2/PSMA4/PSMC1/PSMC4/PSMC5/PSMD6/PSMD8/PSME4/RAD21/RAD51B/SKP2/TOPBP1/TPX2/WNT10B	54
BP	GO:0000070	mitotic sister chromatid segregation	37/1659	151/18670	9.02156685126821e-09	1.36428268359916e-05	1.1504086365034e-05	AKAP8L/ANAPC15/ANAPC5/APC/AURKB/BUB1/BUB1B/CCNB1/CDC23/CDK5RAP2/CENPE/CENPF/DSCC1/DYNC1LI1/ESPL1/KIF14/KIF18B/KIF2C/KIFC1/MSTO1/NCAPD3/NCAPG/NCAPH2/NDC80/NSL1/NUP62/NUSAP1/PCID2/POGZ/PRC1/PTTG1/RACGAP1/RAD21/SMC2/SMC5/TACC3/ZWINT	37
BP	GO:0000086	G2/M transition of mitotic cell cycle	51/1659	247/18670	9.13786124312902e-09	1.36428268359916e-05	1.1504086365034e-05	ARPP19/AURKB/BACH1/BRCA1/CALM3/CCNB1/CCNB2/CDC25A/CDK1/CDK4/CDK5RAP2/CENPF/CENPJ/CEP152/CEP164/CEP192/CEP63/CEP70/CUL1/DCTN1/DNM2/DONSON/DTL/DYNLL1/FBXW11/FOXM1/HSP90AA1/HSPA2/KIF14/LATS1/MELK/MIIP/PAFAH1B1/PHLDA1/PPM1D/PPME1/PPP1R12B/PSMA2/PSMA4/PSMC1/PSMC4/PSMC5/PSMD6/PSMD8/PSME4/RAD21/RAD51B/SKP2/TOPBP1/TPX2/WNT10B	51
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	73/1659	419/18670	1.65286779137667e-08	1.96031834138626e-05	1.65300577170513e-05	AKT1/ANAPC15/ANAPC5/ARAF/ARIH1/ARIH2/AURKB/BIRC2/BUB1B/CCNB1/CCNF/CDC23/CDK1/CEBPA/CUL1/CUL4B/DDA1/DNAJB12/DVL1/ERCC8/FBXL2/FBXL6/FBXO22/FBXW11/FOXRED2/GID4/GIPC1/HECTD3/HFE/ITCH/KIF14/KLHL20/MDM2/NEMF/NFE2L2/OGT/PBK/PPP2R5C/PSEN1/PSMA2/PSMA4/PSMC1/PSMC4/PSMC5/PSMD6/PSMD8/PSME4/PTTG1/RAD23B/RNF103/RNF126/RNF19A/RNF5/RYBP/SIRT2/SKP2/SMARCC1/SMURF1/SPOP/TAF9/TRIB1/UBC/UBE2J1/UBQLN2/UBR2/UCHL1/UCHL5/UFL1/USP19/VCP/WAC/WNT10B/YOD1	73
BP	GO:0010498	proteasomal protein catabolic process	80/1659	477/18670	1.96950938518379e-08	1.96031834138626e-05	1.65300577170513e-05	AKT1/ANAPC15/ANAPC5/ARAF/ARIH1/ARIH2/AURKB/BIRC2/BUB1B/CCNB1/CCNF/CDC23/CDK1/CEBPA/CUL1/CUL4B/DDA1/DNAJB12/DVL1/ERCC8/FBXL2/FBXL6/FBXO22/FBXW11/FOXRED2/GID4/GIPC1/HECTD3/HFE/ITCH/KIF14/KLHL20/MDM2/NEMF/NFE2L2/NR1D1/OGT/PBK/PKD1/POMT2/PPP2R5C/PSEN1/PSMA2/PSMA4/PSMC1/PSMC4/PSMC5/PSMD6/PSMD8/PSME4/PTTG1/RAD23B/RNF103/RNF126/RNF19A/RNF40/RNF41/RNF5/RNFT1/RYBP/SIRT2/SKP2/SMARCC1/SMURF1/SOCS6/SPOP/TAF9/TRIB1/UBC/UBE2J1/UBQLN2/UBR2/UCHL1/UCHL5/UFL1/USP19/VCP/WAC/WNT10B/YOD1	80
BP	GO:0006352	DNA-templated transcription, initiation	50/1659	249/18670	3.29119848418998e-08	2.80786247822608e-05	2.36768324035562e-05	BCLAF1/BRF1/CCNB1/CDK1/CDK4/CDK8/FOSL1/GTF2F1/GTF3C3/MAML1/MAML3/MED14/MED17/MED20/MED24/MED25/MED31/NCOA6/NOTCH2/NR1D1/NR2C2/NR2F6/NR4A2/NRBP1/POLR2C/POLR2E/POLR2J/PPARA/PPM1D/PSMC4/PSMC5/RARB/RORA/RRN3/RXRB/SNW1/SUB1/TAF15/TAF1D/TAF6/TAF9/TBPL1/TBX5/TEAD1/TEAD3/THRA/TWIST1/WNT10B/YAP1/ZNF451	50
BP	GO:0042176	regulation of protein catabolic process	67/1659	381/18670	4.42125921452816e-08	3.12228061535537e-05	2.63281109455707e-05	AGAP2/AKT1/APC/APC2/ARAF/ARIH1/ARIH2/ATRAID/AXIN1/CEBPA/CUL4B/DDA1/DTL/DVL1/EGFR/EGLN2/EPHA4/EZR/FBXO22/GIPC1/GPLD1/HFE/HGS/HMGCR/HSP90AA1/IL1B/IRAK3/ITCH/LATS1/LPCAT1/MDM2/MGAT3/NFE2L2/OAZ2/OGT/PBK/PKD1/PSEN1/PSMC1/PSMC4/PYHIN1/RAD23B/RNF19A/RNF40/RNF41/RNFT1/RPL23/RPL5/RPS7/RYBP/SEC22B/SIRT2/SMAD3/SMARCC1/SMURF1/SOX17/TAF9/TRIB1/UBE2J1/UBQLN2/UCHL5/UFL1/USP19/VCP/WAC/WNT10B/YOD1	67
BP	GO:0072331	signal transduction by p53 class mediator	52/1659	267/18670	5.05305278256876e-08	3.12228061535537e-05	2.63281109455707e-05	AKT1/AURKB/BCL2/BOP1/BRCA1/BRIP1/CCNB1/CDK1/CNOT1/CRADD/DDX5/DNA2/DYRK2/EXO1/FOXM1/FOXO3/GTSE1/HDAC2/ING2/MAGEA2/MAGEA2B/MAPK11/MDM2/NDRG1/NOC2L/PAK1IP1/PCBP4/PDK2/PIDD1/PPM1D/PRKAA2/PRKAB2/PYHIN1/RBBP7/RBBP8/RFC2/RFC5/RGCC/RPL23/RPL5/RPS27L/RPS7/RRN3/SNAI2/SNW1/TAF15/TAF6/TAF9/TOPBP1/TPX2/TRIAP1/TWIST1	52
BP	GO:0006367	transcription initiation from RNA polymerase II promoter	41/1659	188/18670	5.22819928894068e-08	3.12228061535537e-05	2.63281109455707e-05	CCNB1/CDK1/CDK4/CDK8/GTF2F1/MAML1/MAML3/MED14/MED17/MED20/MED24/MED25/MED31/NOTCH2/NR1D1/NR2C2/NR2F6/NR4A2/NRBP1/POLR2C/POLR2E/POLR2J/PPARA/PPM1D/PSMC4/PSMC5/RARB/RORA/RXRB/SNW1/SUB1/TAF15/TAF6/TAF9/TBX5/TEAD1/TEAD3/THRA/WNT10B/YAP1/ZNF451	41
