ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0045815	positive regulation of gene expression, epigenetic	17/1212	63/18670	3.37227850901659e-07	0.00188308031943486	0.00172767152667197	ASF1A/ATAD2/BAZ1B/ERCC6/KMT2B/MYBBP1A/PADI2/PHF2/POLR1B/POLR1C/POLR1E/SMARCA5/TAF1B/TAF1D/TBP/WBP2/ZMIZ1	17
BP	GO:0072331	signal transduction by p53 class mediator	38/1212	267/18670	4.18676883667134e-06	0.0116894585919864	0.0107247389095155	ATM/BATF/BRD7/CCNB1/CDIP1/CDK1/CDKN1A/CDKN1B/CHD4/CSNK2A1/DYRK3/E2F1/GTSE1/KDM1A/MAGEA2/MAGEA2B/MYBBP1A/NUPR1/PLAGL1/PLK2/RAD1/RFC2/RPA2/RPL5/RRN3/SPRED2/SSRP1/TAF11/TAF12/TAF4B/TAF5/TBP/TFDP2/TP53BP2/TP63/TWIST1/WWOX/ZMPSTE24	38
BP	GO:0001101	response to acid chemical	44/1212	343/18670	1.18565418198282e-05	0.018186584693298	0.0166856634938699	ACACA/AIFM1/AKR1C3/ALDH1A2/ATM/CCNB1/CD9/CDK4/CDKN1B/CDKN2D/CYBB/DNMT1/DNMT3A/DUSP1/E2F1/FOLR2/FZD7/GDAP1/GDAP2/GIPR/GLDC/HLCS/HMGCL/HSD17B2/HTRA2/IGF2R/INSIG2/IPO5/KRT8/LANCL2/NQO1/PDGFC/PKD2L1/PTGER2/PTK2B/RRAGB/SESN1/SFRP1/SH3BP4/SHMT2/TGFBR3/WNT3/WNT6/WNT7B	44
BP	GO:0006352	DNA-templated transcription, initiation	35/1212	249/18670	1.30276394651132e-05	0.018186584693298	0.0166856634938699	ATF7IP/CCNB1/CDK1/CDK4/CDKN1A/CTNNBIP1/GTF2A2/GTF2F2/GTF2H4/GTF2H5/GTF3C3/MED14/MED15/MED23/MED4/NOTCH2/POLR1B/POLR1C/POLR1E/POLR2D/POLR2J/PTEN/RRN3/SMARCA5/SUB1/TAF11/TAF12/TAF1B/TAF1D/TAF4B/TAF5/TBP/TBPL1/TFB2M/TWIST1	35
BP	GO:0006403	RNA localization	32/1212	230/18670	3.69742842393755e-05	0.0412928806385346	0.0378850192406401	ATM/ATXN2/CCT7/CCT8/DDX19A/DKC1/EIF4A3/EIF6/MRPL18/MX2/NOP10/NPIPA1/NUP205/NUP210/NUTF2/PARN/PCID2/POLDIP3/POLR2D/POM121/PRPF18/SEH1L/SIDT2/SMG1/SRRM1/TCP1/TSC1/TST/UPF3A/XPOT/ZFP36/ZNF593	32
CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	38/1251	259/19717	1.16565551957026e-06	0.000787983131229496	0.000727614445373857	ACVR2A/CCNA2/CCNB1/CCNE1/CDK1/CDK12/CDK14/CDK4/CDKN1A/CDKN2D/CKS1B/GTF2A2/GTF2F2/GTF2H4/GTF2H5/PFKL/PIK3R1/PIK3R3/PIK3R4/POLR1B/POLR1C/POLR1E/POLR2D/POLR2J/POLR2J2/POLR2J3/POLR3C/PRIM2/RPRD1A/SOCS2/SOCS7/TAF11/TAF12/TAF4B/TAF5/TBP/TBPL1/WDR61	38
CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	21/1251	107/19717	3.1129195324748e-06	0.000819384071363396	0.000756609707752248	GTF2A2/GTF2F2/GTF2H4/GTF2H5/POLR1B/POLR1C/POLR1E/POLR2D/POLR2J/POLR2J2/POLR2J3/POLR3C/PRIM2/RPRD1A/TAF11/TAF12/TAF4B/TAF5/TBP/TBPL1/WDR61	21
CC	GO:0000428	DNA-directed RNA polymerase complex	21/1251	108/19717	3.63631984332868e-06	0.000819384071363396	0.000756609707752248	GTF2A2/GTF2F2/GTF2H4/GTF2H5/POLR1B/POLR1C/POLR1E/POLR2D/POLR2J/POLR2J2/POLR2J3/POLR3C/PRIM2/RPRD1A/TAF11/TAF12/TAF4B/TAF5/TBP/TBPL1/WDR61	21
CC	GO:0030880	RNA polymerase complex	21/1251	112/19717	6.62628550213497e-06	0.00111984224986081	0.00103404929020159	GTF2A2/GTF2F2/GTF2H4/GTF2H5/POLR1B/POLR1C/POLR1E/POLR2D/POLR2J/POLR2J2/POLR2J3/POLR3C/PRIM2/RPRD1A/TAF11/TAF12/TAF4B/TAF5/TBP/TBPL1/WDR61	21
CC	GO:0016591	RNA polymerase II, holoenzyme	16/1251	83/19717	5.69967548101527e-05	0.00770596125033264	0.00711559486366748	GTF2A2/GTF2F2/GTF2H4/GTF2H5/POLR2D/POLR2J/POLR2J2/POLR2J3/RPRD1A/TAF11/TAF12/TAF4B/TAF5/TBP/TBPL1/WDR61	16
