ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0071347	cellular response to interleukin-1	39/1616	179/18670	5.62483103707792e-08	0.00033422746022317	0.000296517408775645	CCL13/CCL15/CCL20/CCL3/CCL3L3/CCL4/CEBPB/CUL1/FGB/FGG/GBP1/GBP2/HYAL2/ICAM1/IKBKG/IL1A/KMO/LCN2/NFKB1/NOD2/PELI2/PSMA2/PSMA3/PSMA5/PSMB1/PSMB10/PSMB9/PSMD14/PSMD4/PSMD5/PSME1/PSME2/RBX1/RPS6KA5/SOX9/UBE2N/VRK2/YY1/ZNF675	39
BP	GO:0070555	response to interleukin-1	40/1616	207/18670	1.08788143569969e-06	0.00323209574546379	0.00286742643683372	CCL13/CCL15/CCL20/CCL3/CCL3L3/CCL4/CEBPB/CUL1/FGB/FGG/GBP1/GBP2/HYAL2/ICAM1/IKBKG/IL1A/KMO/LCN2/NFKB1/NOD2/PELI2/PSMA2/PSMA3/PSMA5/PSMB1/PSMB10/PSMB9/PSMD14/PSMD4/PSMD5/PSME1/PSME2/RBX1/RPS6KA5/SNCA/SOX9/UBE2N/VRK2/YY1/ZNF675	40
BP	GO:0006401	RNA catabolic process	62/1616	397/18670	3.67214613388287e-06	0.00550114476590218	0.0048804643107297	CARHSP1/CIRBP/DHX34/DXO/E2F1/ERN2/ETF1/EXOSC1/EXOSC9/FASTKD1/FXR1/GTPBP1/HNRNPM/IGF2BP2/LSM1/LSM3/LSM4/MAGOHB/PABPC4/PKP1/PPP1R8/PPP2CA/PRPF18/PSMA2/PSMA3/PSMA5/PSMB1/PSMB10/PSMB9/PSMD14/PSMD4/PSMD5/PSME1/PSME2/RBM8A/RNASET2/RPL10A/RPL13A/RPL14/RPL18/RPL22/RPL27A/RPL32/RPL38/RPL5/RPS11/RPS13/RPS3A/RPSA/SERBP1/SET/SMG1/SMG8/SSB/SUPV3L1/SYNCRIP/TNFRSF1B/WDR61/YBX3/ZC3HAV1/ZFP36L2/ZPR1	62
BP	GO:1901216	positive regulation of neuron death	23/1616	94/18670	3.70322771181567e-06	0.00550114476590218	0.0048804643107297	ABL1/BCL2L11/C1QA/CCL3/DDIT3/DDIT4/EFNB2/EPHA7/FCGR2B/FOXO3/GRN/IFNG/ITGAM/JUN/KMO/NQO2/PAK3/PIN1/SNCA/SSH1/TGFB2/TLR6/TNF	23
BP	GO:0060828	regulation of canonical Wnt signaling pathway	48/1616	286/18670	6.42933188371677e-06	0.00699076938427504	0.00620201829553215	ANKRD6/ARNTL/BMP2/CDH3/CHD8/CSNK1E/DDIT3/DLX5/DVL1/EGFR/EMD/FGFR2/FOLR1/FOXO3/FZD1/FZD7/INVS/JUP/KANK1/LATS1/NFKB1/NPHP4/PIN1/PPP1CA/PSMA2/PSMA3/PSMA5/PSMB1/PSMB10/PSMB9/PSMD14/PSMD4/PSMD5/PSME1/PSME2/PTPRO/PTPRU/RBPJ/RBX1/RUVBL2/SCEL/SIAH2/SOSTDC1/SOX9/STK11/TLE4/TNKS2/WNT10B	48
BP	GO:0030111	regulation of Wnt signaling pathway	57/1616	363/18670	7.56962681110412e-06	0.00699076938427504	0.00620201829553215	ABL1/ANKRD6/ARNTL/BMP2/CDH3/CHD8/CSNK1E/CXXC4/DDIT3/DLX5/DVL1/EGFR/EMD/FGFR2/FOLR1/FOXO3/FZD1/FZD7/GRB10/INVS/JUP/KANK1/LATS1/NFKB1/NPHP4/PIN1/PPP1CA/PPP2CA/PSMA2/PSMA3/PSMA5/PSMB1/PSMB10/PSMB9/PSMD14/PSMD4/PSMD5/PSME1/PSME2/PTPRO/PTPRU/RBPJ/RBX1/RUVBL2/SCEL/SIAH2/SIX3/SNX3/SOSTDC1/SOX9/STK11/TCF7L1/TLE4/TNKS2/WNT10B/WNT3/WWOX	57
BP	GO:0006402	mRNA catabolic process	57/1616	364/18670	8.23550752102411e-06	0.00699076938427504	0.00620201829553215	CARHSP1/CIRBP/DHX34/DXO/E2F1/ETF1/EXOSC1/EXOSC9/FASTKD1/FXR1/GTPBP1/HNRNPM/IGF2BP2/LSM1/LSM3/LSM4/MAGOHB/PABPC4/PKP1/PPP2CA/PRPF18/PSMA2/PSMA3/PSMA5/PSMB1/PSMB10/PSMB9/PSMD14/PSMD4/PSMD5/PSME1/PSME2/RBM8A/RPL10A/RPL13A/RPL14/RPL18/RPL22/RPL27A/RPL32/RPL38/RPL5/RPS11/RPS13/RPS3A/RPSA/SERBP1/SET/SMG1/SMG8/SSB/SUPV3L1/SYNCRIP/WDR61/YBX3/ZC3HAV1/ZFP36L2	57
BP	GO:0042119	neutrophil activation	72/1616	498/18670	1.04216211578805e-05	0.00774065911501576	0.00686729983666654	ACAA1/AMPD3/ANXA2/ANXA3/APEH/ATP11B/C3AR1/C6orf120/CD44/CD58/CD68/CHIT1/COMMD9/CTSS/DGAT1/DNAJC3/DOCK2/EEF2/F2RL1/FABP5/FAF2/FCGR2A/FCGR2B/FCGR3B/FGL2/FRK/FTL/FUCA1/GCA/GM2A/GMFG/GRN/IGF2R/IL18/ITGAM/JUP/KCMF1/KCNAB2/LAMP2/LCN2/LYZ/MMP9/NDUFC2/NFKB1/NPC2/ORM1/ORM2/PA2G4/PDXK/PKM/PKP1/PLD1/PPIA/PRCP/PRDX6/PSAP/PSMA2/PSMA5/PSMB1/PSMD14/PTPN6/PTPRJ/QSOX1/RAP2B/RNASET2/S100A7/SLPI/TCIRG1/TCN1/TNFRSF1B/TUBB4B/VAMP7	72
BP	GO:0060070	canonical Wnt signaling pathway	53/1616	335/18670	1.25787814906948e-05	0.0083047910686343	0.00736778218776605	ANKRD6/ARNTL/BMP2/CDH3/CHD8/CSNK1E/DDIT3/DLX5/DVL1/EGFR/EMD/FGFR2/FOLR1/FOXO3/FZD1/FZD4/FZD7/INVS/JUP/KANK1/LATS1/LRP5/NFKB1/NPHP4/PIN1/PPP1CA/PSMA2/PSMA3/PSMA5/PSMB1/PSMB10/PSMB9/PSMD14/PSMD4/PSMD5/PSME1/PSME2/PTPRO/PTPRU/RAB5A/RBPJ/RBX1/RUVBL2/SCEL/SIAH2/SOSTDC1/SOX9/STK11/TCF7L1/TLE4/TNKS2/WNT10B/WNT3	53
BP	GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	39/1616	222/18670	1.57865064850671e-05	0.00875819747545168	0.0077700318795837	ADAR/ANXA2/APOBEC3F/APOBEC3G/BCL2L11/CCL3/CCL4/CCNK/CD4/CD74/DDB1/EIF2AK2/EP300/F2RL1/GTF2F1/IFIT5/IGF2R/JUN/NELFA/NUCKS1/OAS1/POLR2F/POLR2J/POLR2K/PPIA/RSAD2/SLPI/SNX3/SP1/SUPT5H/TNF/TOP2A/TOP2B/TRIM13/TRIM21/TRIM38/TRIM5/VPS37B/ZC3HAV1	39
