ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0019083	viral transcription	53/1934	177/18670	4.36807613789052e-13	2.67675705729931e-09	2.17714110662228e-09	CCL5/DHX9/EP300/GTF2B/MON1B/NDC1/NUP107/NUP214/NUP37/NUP98/POLR2B/POLR2E/POLR2F/POLR2J/POM121/POM121C/RPL13/RPL13A/RPL18A/RPL23/RPL24/RPL27/RPL27A/RPL28/RPL3/RPL32/RPL36A/RPL37A/RPL38/RPL4/RPL6/RPL7A/RPL9/RPLP0/RPLP2/RPS10/RPS12/RPS18/RPS3/RPS4X/RPS5/RPSA/RSF1/SEC13/SEH1L/SMARCA4/SP1/SUPT5H/TAF11/TPR/TRIM27/TRIM32/ZFP36	53
BP	GO:0019080	viral gene expression	55/1934	191/18670	9.31381802786735e-13	2.85375384373856e-09	2.32110149273431e-09	CCL5/DHX9/EIF3D/EP300/GTF2B/MON1B/NDC1/NUP107/NUP214/NUP37/NUP98/POLR2B/POLR2E/POLR2F/POLR2J/POM121/POM121C/PTBP1/RPL13/RPL13A/RPL18A/RPL23/RPL24/RPL27/RPL27A/RPL28/RPL3/RPL32/RPL36A/RPL37A/RPL38/RPL4/RPL6/RPL7A/RPL9/RPLP0/RPLP2/RPS10/RPS12/RPS18/RPS3/RPS4X/RPS5/RPSA/RSF1/SEC13/SEH1L/SMARCA4/SP1/SUPT5H/TAF11/TPR/TRIM27/TRIM32/ZFP36	55
BP	GO:0048732	gland development	86/1934	434/18670	2.2541247103701e-09	4.60442540838266e-06	3.74501070301839e-06	ABL1/ACAT1/ACO2/ALDH1A2/ARHGAP35/ASH1L/ASXL1/BMPR1A/BRCA2/BTRC/CAD/CAPN1/CAV1/CCKBR/CDKN1B/CDKN1C/CDO1/CEBPA/CREB1/CSN3/CUL3/DAG1/DDX39B/DEAF1/EAF2/EGF/FASN/FBXW7/FGF7/FRZB/HAMP/HGF/HMGCL/HMGCS1/HMOX1/HNF4A/HNRNPD/HOXA3/HOXA5/HOXD9/ID2/KDM5B/LAMA5/LMO4/LRP5L/LRP6/MSX1/MSX2/ONECUT2/OXTR/PAX8/PCK1/PDGFA/PHB2/PHF2/PKD1/PKD2/PKM/PLXNA1/PRKDC/PROX1/PSEN1/PTEN/PTN/PTPN3/RBPJ/RHBDD3/ROBO1/SEC63/SFRP1/SMARCC1/SOCS2/SOX10/SOX9/SRC/SRF/SRSF5/TBX2/TGFB2/THRA/TNF/VEGFA/WNT2/WT1/XDH/ZBTB7B	86
BP	GO:0006402	mRNA catabolic process	75/1934	364/18670	4.14239701540098e-09	6.3461522275943e-06	5.16164470208517e-06	AGO2/APEX1/CIRBP/CNOT6/DDX5/DHX9/ELAVL1/EXOSC5/EXOSC7/FTO/GIGYF2/GSPT1/HNRNPA0/HNRNPD/HNRNPM/IGF2BP3/KHSRP/LSM4/LSM6/MAGOHB/MYEF2/NBAS/NCBP2/NUP214/PABPC1/PKP3/PRKCD/PSMA3/PSMA7/PSMC4/PSMC5/PSMC6/PSMD11/PSMD5/PSMD8/PSME4/PUM1/PUM2/RBM38/RPL13/RPL13A/RPL18A/RPL23/RPL24/RPL27/RPL27A/RPL28/RPL3/RPL32/RPL36A/RPL37A/RPL38/RPL4/RPL6/RPL7A/RPL9/RPLP0/RPLP2/RPS10/RPS12/RPS18/RPS3/RPS4X/RPS5/RPSA/SAMD4B/SMG7/SMG9/SYNCRIP/TBRG4/TNFSF13/TNRC6B/TOB1/XPO1/ZFP36	75
BP	GO:0061138	morphogenesis of a branching epithelium	46/1934	182/18670	6.98111708335009e-09	8.55605709735387e-06	6.9590714504553e-06	ABL1/ADM/BTRC/CTSH/CTSZ/DAG1/DLG1/EDNRA/EGF/FAT4/FGF1/FGF2/FGF7/FKBPL/FOXD1/FZD5/GREB1L/HGF/HOXA5/KDM5B/LAMA5/LRP5L/LRP6/MSX2/PAX8/PDGFA/PHB2/PKD1/PKD2/PLXNA1/PPP1CA/PROX1/SFRP1/SIRT6/SIX2/SLIT2/SOX10/SOX9/SPRY1/SRC/SRF/ST14/TNF/VEGFA/WNT2/WT1	46
BP	GO:0001763	morphogenesis of a branching structure	48/1934	196/18670	9.94606248372557e-09	1.0158245150045e-05	8.26221155446326e-06	ABL1/ADM/BTRC/CTSH/CTSZ/DAG1/DLG1/EDNRA/EGF/FAT4/FGF1/FGF2/FGF7/FKBPL/FOXD1/FZD5/GREB1L/HGF/HOXA5/KDM5B/LAMA5/LRP5L/LRP6/MSX2/PAX8/PDGFA/PHB2/PKD1/PKD2/PLXNA1/PPP1CA/PROX1/RERE/SETD2/SFRP1/SIRT6/SIX2/SLIT2/SOX10/SOX9/SPRY1/SRC/SRF/ST14/TNF/VEGFA/WNT2/WT1	48
BP	GO:0051028	mRNA transport	40/1934	152/18670	1.96212832781376e-08	1.71770319897753e-05	1.39709438078168e-05	AHCTF1/CDC40/DDX19A/DDX39B/DHX9/EIF5A2/HNRNPA1/HNRNPA1L2/HNRNPA3/IGF2BP3/KHSRP/KIF5C/MAGOHB/NCBP2/NDC1/NPIPA1/NUP107/NUP214/NUP37/NUP98/NUTF2/PABPN1/POM121/POM121C/RANBP17/SEC13/SEH1L/SETD2/SMG7/SRSF1/SRSF2/SRSF4/SRSF5/SRSF9/SUPT6H/THOC5/TPR/XPO1/ZC3H11A/ZFP36	40
BP	GO:1903311	regulation of mRNA metabolic process	67/1934	324/18670	2.38264678706503e-08	1.82510743889181e-05	1.48445164957275e-05	AGO2/APEX1/C1QBP/C9orf78/CIRBP/CPSF7/DDX17/DDX5/DHX9/ELAVL1/EXOSC5/EXOSC7/FTO/GIGYF2/HNRNPA0/HNRNPA1/HNRNPD/HNRNPM/IGF2BP3/KHDRBS3/KHSRP/MYEF2/NBAS/NCBP2/NUP214/NUP98/PABPC1/PABPN1/PAF1/PKP3/PRKCD/PSMA3/PSMA7/PSMC4/PSMC5/PSMC6/PSMD11/PSMD5/PSMD8/PSME4/PTBP1/PUM1/PUM2/RBM38/RBM4B/RBM5/SAFB/SAMD4B/SAP18/SF3B4/SNRPA/SON/SREK1/SRSF1/SRSF2/SRSF4/SRSF5/SRSF9/SUPT5H/SUPT6H/SYNCRIP/TBRG4/TNFSF13/TNRC6B/TOB1/XPO1/ZFP36	67
BP	GO:0006401	RNA catabolic process	77/1934	397/18670	4.03720776016397e-08	2.64839384231132e-05	2.15407187772161e-05	AGO2/APEX1/CIRBP/CNOT6/DDX5/DHX9/ELAVL1/EXOSC5/EXOSC7/FTO/GIGYF2/GSPT1/HNRNPA0/HNRNPD/HNRNPM/IGF2BP3/KHSRP/LSM4/LSM6/MAGOHB/MYEF2/NBAS/NCBP2/NUP214/PABPC1/PKP3/PRKCD/PSMA3/PSMA7/PSMC4/PSMC5/PSMC6/PSMD11/PSMD5/PSMD8/PSME4/PUM1/PUM2/RBM38/RNASET2/RPL13/RPL13A/RPL18A/RPL23/RPL24/RPL27/RPL27A/RPL28/RPL3/RPL32/RPL36A/RPL37A/RPL38/RPL4/RPL6/RPL7A/RPL9/RPLP0/RPLP2/RPS10/RPS12/RPS18/RPS3/RPS4X/RPS5/RPSA/SAMD4B/SMG7/SMG9/SYNCRIP/TBRG4/TNFSF13/TNRC6B/TOB1/XPO1/ZFP36/ZPR1	77
BP	GO:0060562	epithelial tube morphogenesis	66/1934	322/18670	4.32179151813205e-08	2.64839384231132e-05	2.15407187772161e-05	ABL1/ADM/AHI1/ARHGAP35/BMP5/BTRC/CFL1/CTSH/CTSZ/CXCL10/DAG1/DEAF1/DLG1/DVL1/EDNRA/EFNB2/EGF/FAT4/FGF1/FGF2/FKBPL/FOXD1/GREB1L/HOXA5/IFT57/KDM5B/KDM6A/LAMA5/LMO4/LRP2/LRP5L/LRP6/MEGF8/MSX2/NDRG4/PAX8/PFN1/PHB2/PKD1/PKD2/PLXNB2/PODXL/PPP1CA/PRKX/PROX1/PSEN1/RBPJ/SETD2/SFRP1/SIRT6/SIX2/SLIT2/SOX4/SOX9/SPRY1/SRC/SRF/ST14/TBX2/TGFB2/TMED2/TNF/TWIST1/VEGFA/WNT2/WT1	66
BP	GO:0072599	establishment of protein localization to endoplasmic reticulum	34/1934	122/18670	4.8690988827628e-08	2.71253072305186e-05	2.20623762773989e-05	CHMP4A/RAB3GAP1/RAB3GAP2/RPL13/RPL13A/RPL18A/RPL23/RPL24/RPL27/RPL27A/RPL28/RPL3/RPL32/RPL36A/RPL37A/RPL38/RPL4/RPL6/RPL7A/RPL9/RPLP0/RPLP2/RPS10/RPS12/RPS18/RPS3/RPS4X/RPS5/RPSA/SEC61A1/SEC62/SEC63/SPCS2/SRP54	34
BP	GO:0051169	nuclear transport	69/1934	346/18670	6.65356524828398e-08	3.39775398679035e-05	2.7635641623355e-05	ANP32B/APOD/BACH2/BANF1/CAMK1/CD36/CDC40/CHP1/DDX19A/DDX39B/DHX9/FERMT1/GEMIN8/GSK3B/HDAC3/HNRNPA1/HYAL2/IPO13/IPO4/JUP/KPNA1/KPNA4/KPNA6/LSG1/MAGOHB/MMP12/NCBP2/NDC1/NEMF/NUP107/NUP214/NUP37/NUP98/NUTF2/PABPN1/PHB2/PIK3R2/PKD1/PKIG/POM121/POM121C/PPP1R12A/PRKAG1/PRKCD/PSEN1/PTGS2/PTPN11/RANBP17/RPL23/SEC13/SEH1L/SETD2/SIX2/SMG7/SRSF1/SRSF2/SRSF4/SRSF5/SRSF9/SUPT6H/THOC5/TNPO2/TNPO3/TPR/TRIM28/XPO1/ZC3H11A/ZNF593/ZPR1	69
BP	GO:0006913	nucleocytoplasmic transport	68/1934	343/18670	1.04651106128753e-07	4.72879808390152e-05	3.84616925368863e-05	ANP32B/APOD/BACH2/CAMK1/CD36/CDC40/CHP1/DDX19A/DDX39B/DHX9/FERMT1/GEMIN8/GSK3B/HDAC3/HNRNPA1/HYAL2/IPO13/IPO4/JUP/KPNA1/KPNA4/KPNA6/LSG1/MAGOHB/MMP12/NCBP2/NDC1/NEMF/NUP107/NUP214/NUP37/NUP98/NUTF2/PABPN1/PHB2/PIK3R2/PKD1/PKIG/POM121/POM121C/PPP1R12A/PRKAG1/PRKCD/PSEN1/PTGS2/PTPN11/RANBP17/RPL23/SEC13/SEH1L/SETD2/SIX2/SMG7/SRSF1/SRSF2/SRSF4/SRSF5/SRSF9/SUPT6H/THOC5/TNPO2/TNPO3/TPR/TRIM28/XPO1/ZC3H11A/ZNF593/ZPR1	68
BP	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	33/1934	120/18670	1.08033898783651e-07	4.72879808390152e-05	3.84616925368863e-05	GSPT1/MAGOHB/NBAS/NCBP2/PABPC1/RPL13/RPL13A/RPL18A/RPL23/RPL24/RPL27/RPL27A/RPL28/RPL3/RPL32/RPL36A/RPL37A/RPL38/RPL4/RPL6/RPL7A/RPL9/RPLP0/RPLP2/RPS10/RPS12/RPS18/RPS3/RPS4X/RPS5/RPSA/SMG7/SMG9	33
