ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0008380	RNA splicing	56/1192	469/18670	4.51196841284165e-06	0.0137287720950466	0.0128181310321698	ARL6IP4/BUD31/CDK12/CLNS1A/CTNNBL1/DDX17/DDX42/DHX16/GEMIN4/GPKOW/HNRNPA1/HNRNPA3/HNRNPK/HNRNPR/HNRNPUL1/IK/KHDRBS3/LSM8/NCBP2/PABPN1/PNN/PPP2R1A/PRPF18/PRPF31/PRPF4B/RBM15B/RBM28/RBM38/RBM4B/RBM5/RTCB/SART1/SCAF11/SCAF8/SF3A3/SFSWAP/SMN1/SMN2/SMNDC1/SNIP1/SNRNP35/SNRPC/SNRPN/SON/SREK1IP1/SRSF11/SRSF3/SRSF4/SRSF5/SRSF6/SUGP1/TFIP11/THOC1/USP39/WT1/YTHDC1	56
BP	GO:0002446	neutrophil mediated immunity	58/1192	499/18670	7.03628931991124e-06	0.0137287720950466	0.0128181310321698	ADAM8/AGA/ALAD/AMPD3/ATAD3B/ATP6V0A1/B4GALT1/C3AR1/CAT/CD44/CD63/CEACAM3/CLEC5A/CMTM6/CYBB/DNASE1/DOCK2/DYNLT1/FCGR3B/FTL/FUCA1/GUSB/HGSNAT/HK3/HPSE/HUWE1/ILF2/IMPDH1/IQGAP1/IRAK4/IST1/ITGAM/ITGAV/LCN2/LILRB2/LYZ/MLEC/MMP9/NFASC/PDAP1/PDXK/PIGR/PKP1/PLD1/PPIA/PSMA5/PTAFR/PTX3/PYGB/QSOX1/RAB4B/RAB6A/SERPINA1/SERPINB1/SLC11A1/SLC2A3/TUBB/VAMP8	58
BP	GO:0002283	neutrophil activation involved in immune response	57/1192	488/18670	7.27287944289947e-06	0.0137287720950466	0.0128181310321698	ADAM8/AGA/ALAD/AMPD3/ATAD3B/ATP6V0A1/B4GALT1/C3AR1/CAT/CD44/CD63/CEACAM3/CLEC5A/CMTM6/CYBB/DNASE1/DOCK2/DYNLT1/FCGR3B/FTL/FUCA1/GUSB/HGSNAT/HK3/HPSE/HUWE1/ILF2/IMPDH1/IQGAP1/IST1/ITGAM/ITGAV/LCN2/LILRB2/LYZ/MLEC/MMP9/NFASC/PDAP1/PDXK/PIGR/PKP1/PLD1/PPIA/PSMA5/PTAFR/PTX3/PYGB/QSOX1/RAB4B/RAB6A/SERPINA1/SERPINB1/SLC11A1/SLC2A3/TUBB/VAMP8	57
BP	GO:0043312	neutrophil degranulation	56/1192	485/18670	1.22626231376352e-05	0.0147642192325203	0.0137848960853833	ADAM8/AGA/ALAD/AMPD3/ATAD3B/ATP6V0A1/B4GALT1/C3AR1/CAT/CD44/CD63/CEACAM3/CLEC5A/CMTM6/CYBB/DOCK2/DYNLT1/FCGR3B/FTL/FUCA1/GUSB/HGSNAT/HK3/HPSE/HUWE1/ILF2/IMPDH1/IQGAP1/IST1/ITGAM/ITGAV/LCN2/LILRB2/LYZ/MLEC/MMP9/NFASC/PDAP1/PDXK/PIGR/PKP1/PLD1/PPIA/PSMA5/PTAFR/PTX3/PYGB/QSOX1/RAB4B/RAB6A/SERPINA1/SERPINB1/SLC11A1/SLC2A3/TUBB/VAMP8	56
BP	GO:0042119	neutrophil activation	57/1192	498/18670	1.33141785840334e-05	0.0147642192325203	0.0137848960853833	ADAM8/AGA/ALAD/AMPD3/ATAD3B/ATP6V0A1/B4GALT1/C3AR1/CAT/CD44/CD63/CEACAM3/CLEC5A/CMTM6/CYBB/DNASE1/DOCK2/DYNLT1/FCGR3B/FTL/FUCA1/GUSB/HGSNAT/HK3/HPSE/HUWE1/ILF2/IMPDH1/IQGAP1/IST1/ITGAM/ITGAV/LCN2/LILRB2/LYZ/MLEC/MMP9/NFASC/PDAP1/PDXK/PIGR/PKP1/PLD1/PPIA/PSMA5/PTAFR/PTX3/PYGB/QSOX1/RAB4B/RAB6A/SERPINA1/SERPINB1/SLC11A1/SLC2A3/TUBB/VAMP8	57
BP	GO:0032800	receptor biosynthetic process	9/1192	26/18670	1.98175114093637e-05	0.0147642192325203	0.0137848960853833	ACE2/ADIPOQ/HNRNPK/HOXA5/IFNG/ITGAV/NR1D1/SEC24A/TNF	9
BP	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	46/1192	379/18670	2.08570993925767e-05	0.0147642192325203	0.0137848960853833	BUD31/CLNS1A/CTNNBL1/DDX17/DDX42/DHX16/GEMIN4/GPKOW/HNRNPA1/HNRNPA3/HNRNPK/HNRNPR/HNRNPUL1/IK/KHDRBS3/LSM8/NCBP2/PABPN1/PNN/PRPF18/PRPF31/PRPF4B/RBM15B/RBM4B/RBM5/SART1/SCAF11/SF3A3/SFSWAP/SMN1/SMN2/SMNDC1/SNIP1/SNRNP35/SNRPC/SNRPN/SON/SRSF11/SRSF3/SRSF4/SRSF5/SRSF6/SUGP1/TFIP11/USP39/YTHDC1	46
BP	GO:0000398	mRNA splicing, via spliceosome	46/1192	379/18670	2.08570993925767e-05	0.0147642192325203	0.0137848960853833	BUD31/CLNS1A/CTNNBL1/DDX17/DDX42/DHX16/GEMIN4/GPKOW/HNRNPA1/HNRNPA3/HNRNPK/HNRNPR/HNRNPUL1/IK/KHDRBS3/LSM8/NCBP2/PABPN1/PNN/PRPF18/PRPF31/PRPF4B/RBM15B/RBM4B/RBM5/SART1/SCAF11/SF3A3/SFSWAP/SMN1/SMN2/SMNDC1/SNIP1/SNRNP35/SNRPC/SNRPN/SON/SRSF11/SRSF3/SRSF4/SRSF5/SRSF6/SUGP1/TFIP11/USP39/YTHDC1	46
BP	GO:0000375	RNA splicing, via transesterification reactions	46/1192	382/18670	2.54651449723144e-05	0.0160232351086907	0.0149604003737936	BUD31/CLNS1A/CTNNBL1/DDX17/DDX42/DHX16/GEMIN4/GPKOW/HNRNPA1/HNRNPA3/HNRNPK/HNRNPR/HNRNPUL1/IK/KHDRBS3/LSM8/NCBP2/PABPN1/PNN/PRPF18/PRPF31/PRPF4B/RBM15B/RBM4B/RBM5/SART1/SCAF11/SF3A3/SFSWAP/SMN1/SMN2/SMNDC1/SNIP1/SNRNP35/SNRPC/SNRPN/SON/SRSF11/SRSF3/SRSF4/SRSF5/SRSF6/SUGP1/TFIP11/USP39/YTHDC1	46
BP	GO:0071248	cellular response to metal ion	28/1192	190/18670	2.93738606403969e-05	0.0163062031846126	0.0152245989379461	ADCY7/ADD1/ALAD/APP/AQP2/ATF4/ATP13A2/BNIP3/CHUK/CYBB/CYP1A2/DAXX/HSF1/HSPA5/IQGAP1/MAPK8/MCOLN1/MMP9/MT1M/NCF1/NFATC4/P2RX4/RASA4/RASA4B/RYR3/SMPD3/SYT1/TSPO	28
BP	GO:0046686	response to cadmium ion	14/1192	63/18670	3.38253044005029e-05	0.0163062031846126	0.0152245989379461	ALAD/CAT/CHUK/CYBB/CYP1A2/DAXX/GCLC/GOT1/HSF1/MAPK8/MMP9/MT1M/NCF1/TERT	14
BP	GO:0010038	response to metal ion	44/1192	364/18670	3.45531411293222e-05	0.0163062031846126	0.0152245989379461	ADCY7/ADD1/ALAD/APP/AQP2/AQP9/ATF4/ATP13A2/BNIP3/CAT/CHUK/CYBB/CYP1A2/DAXX/FGG/GCLC/GOT1/HSF1/HSPA5/IQGAP1/ITPR3/KRT14/MAPK8/MCOLN1/MMP9/MT1M/NCF1/NDRG1/NFATC4/P2RX4/PDCD6/PENK/RASA4/RASA4B/RYR3/SLC25A12/SLC30A3/SMPD3/SYT1/TAT/TERT/TFF1/TNNT2/TSPO	44
BP	GO:0006607	NLS-bearing protein import into nucleus	7/1192	18/18670	7.23965102897366e-05	0.0306433237727303	0.0286107261931884	KPNA5/KPNA6/RGPD3/RGPD4/RGPD5/RGPD6/RGPD8	7
BP	GO:0009635	response to herbicide	6/1192	13/18670	7.7721061370162e-05	0.0306433237727303	0.0286107261931884	ALAD/DAXX/HNRNPA1/HSF1/LCN2/MAPK13	6
