ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0071383	cellular response to steroid hormone stimulus	38/1256	250/18670	1.94909661251838e-06	0.00866409675402439	0.00736440279752486	AKR1C3/AQP1/ARRB2/ATP1A1/ATP1A2/BMP4/BMP7/CDK7/CLOCK/CNOT2/DDIT4/DDX54/EGFR/EP300/FKBP4/FOXO3/GRIP1/KAT5/KMT2D/LATS1/NR1D2/NR2C2/NR3C2/PARK7/RB1/RBM14/RORA/SFRP1/SKP2/SMARCA4/SMYD3/SOX10/STC1/TP63/URI1/WBP2/ZBTB7A/ZFP36	38
BP	GO:0045839	negative regulation of mitotic nuclear division	14/1256	52/18670	5.68813576496136e-06	0.00866409675402439	0.00736440279752486	ANAPC15/APC/ATRX/AURKAIP1/BMP4/BMP7/BUB1/CCNB1/DUSP1/IK/KLHL22/NAA10/PSMG2/TPR	14
BP	GO:0051784	negative regulation of nuclear division	15/1256	60/18670	7.20948879621468e-06	0.00866409675402439	0.00736440279752486	ANAPC15/APC/ATRX/AURKAIP1/BMP4/BMP7/BUB1/CCNB1/DUSP1/IK/KLHL22/NAA10/PSMG2/RAD1/TPR	15
BP	GO:0098781	ncRNA transcription	21/1256	107/18670	7.69163637945316e-06	0.00866409675402439	0.00736440279752486	CDK7/ELL3/GTF2B/GTF2F2/GTF3C2/NCBP2/NCL/NPM3/POLR1B/POLR2B/POLR2C/POLR2D/POLR2G/POLR2J/RPRD1A/SIRT7/SMARCA4/SNAPC4/TAF13/TAF1B/TAF9	21
BP	GO:0045930	negative regulation of mitotic cell cycle	45/1256	338/18670	8.90209255570825e-06	0.00866409675402439	0.00736440279752486	ANAPC15/APC/ATF2/ATRX/AURKAIP1/BMP4/BMP7/BRINP3/BUB1/CCNB1/CDK2/CDK2AP2/CDK6/CDKN1B/CDKN2B/CNOT2/CNOT6/CNOT7/DLG1/DUSP1/EGFR/EP300/FBXO7/FZD3/GTSE1/HECA/IK/JADE1/KLHL22/MCPH1/MUC1/NAA10/NLE1/PSMA2/PSMB1/PSME2/PSME4/PSMG2/RB1/RPA2/SLC9A3R1/TAOK2/TFDP2/TOP2B/TPR	45
BP	GO:1904951	positive regulation of establishment of protein localization	56/1256	456/18670	9.05654712964222e-06	0.00866409675402439	0.00736440279752486	ADAM8/ADORA2A/BAG3/BBC3/BCAS3/C5/CASR/CCL3/CD58/CENPJ/ECT2/EGFR/ERBB2/EXPH5/EZR/FBXW7/GJA1/GOLPH3/GPLD1/GSK3B/GTSE1/HK1/HYAL2/IL17RC/IL1RAP/IL33/IRF3/JUP/LEPROT/LPL/MAPK11/MICALL2/MMP12/MYH10/MYRIP/NUTF2/ORM1/PARD6A/PDZK1/PPIA/PPID/PRKCE/RAC1/RNF31/SAA1/SPTBN1/TCP1/TFDP2/TNFRSF14/TP63/TPR/TRPM4/TRPV4/USP36/VAMP2/VSNL1	56
BP	GO:0031109	microtubule polymerization or depolymerization	21/1256	112/18670	1.60703890836295e-05	0.00927773223757665	0.00788598733195815	APC/CDKN1B/CENPJ/CEP192/CKAP2/CLIP1/EML2/FGF13/FKBP4/HSPA1A/HSPA1B/KIF2C/MAP1A/MET/PSRC1/RAC1/SKA1/STMN1/TPPP/TPPP3/TRPV4	21
BP	GO:0030595	leukocyte chemotaxis	33/1256	224/18670	1.7553957022171e-05	0.00927773223757665	0.00788598733195815	ADAM8/BST1/C5/CCL3/CCL3L3/CCR2/CCR6/CH25H/CSF3R/CXCL1/CXCL13/CXCL14/CXCL5/CXCL6/DUSP1/EDN2/EDN3/EDNRB/IL16/IL17RC/IL23A/IL6R/KIT/LYST/MST1/PDGFB/RAC1/SAA1/SCG2/STK39/TRPM4/TRPV4/VAV3	33
BP	GO:0070296	sarcoplasmic reticulum calcium ion transport	12/1256	43/18670	1.77152893954012e-05	0.00927773223757665	0.00788598733195815	ATP1A2/CACNG1/CALM1/CALM2/CALM3/CCL3/DMD/FKBP1B/NOL3/RYR1/TMEM38B/ZMPSTE24	12
BP	GO:0070507	regulation of microtubule cytoskeleton organization	29/1256	186/18670	1.8977256518205e-05	0.00927773223757665	0.00788598733195815	APC/CDK2AP2/CDKN1B/CENPJ/CEP76/CHMP3/CKAP2/CLIP1/DIXDC1/EML2/FGF13/FKBP4/GSK3B/HSPA1A/HSPA1B/MAP1A/MCPH1/MET/NPM1/PSRC1/RAB6C/RAC1/RBM14/ROCK2/SKA1/STMN1/TACC3/TPR/TRPV4	29
BP	GO:0050821	protein stabilization	28/1256	178/18670	2.22268430168956e-05	0.00927773223757665	0.00788598733195815	BAG3/CDK7/CSN3/DNLZ/EFNA1/EP300/EPHA4/FBXW7/FLOT1/GNAQ/GTSE1/HSPA1A/HSPA1B/LAMP2/MSX1/NAPG/PARK7/PFN2/PIM2/RPL23/RPL5/SEL1L/SOX17/TAF9/TAF9B/TCP1/USP36/WNT10B	28
BP	GO:0072331	signal transduction by p53 class mediator	37/1256	267/18670	2.26053040962862e-05	0.00927773223757665	0.00788598733195815	AEN/ATRX/BRCA2/CCNB1/CDK2/CDKN1B/CNOT2/CNOT6/CNOT7/DDIT4/ELL3/EP300/FOXO3/GTSE1/KAT5/MAGEA2/MAGEA2B/MAPK11/MEAF6/MSX1/MUC1/MYBBP1A/NOC2L/PRKAB1/RAD1/RPA2/RPL23/RPL5/RRN3/TAF13/TAF4B/TAF9/TAF9B/TFDP2/TP63/WRN/ZMPSTE24	37
BP	GO:0033046	negative regulation of sister chromatid segregation	12/1256	44/18670	2.2877695893366e-05	0.00927773223757665	0.00788598733195815	ANAPC15/APC/ATRX/BUB1/CCNB1/DUSP1/ESPL1/IK/KLHL22/NAA10/PSMG2/TPR	12
BP	GO:0032886	regulation of microtubule-based process	32/1256	218/18670	2.51805391922759e-05	0.00927773223757665	0.00788598733195815	APC/BBS4/CDK2AP2/CDKN1B/CENPJ/CEP76/CHMP3/CKAP2/CLIP1/DIXDC1/EML2/ERBB2/FGF13/FKBP4/GSK3B/HSPA1A/HSPA1B/MAP1A/MCPH1/MEMO1/MET/NPM1/PSRC1/RAB6C/RAC1/RBM14/ROCK2/SKA1/STMN1/TACC3/TPR/TRPV4	32
BP	GO:0048545	response to steroid hormone	48/1256	385/18670	2.6310546103106e-05	0.00927773223757665	0.00788598733195815	AKR1C3/AQP1/ARRB2/ATP1A1/ATP1A2/BMP4/BMP7/CA2/CAD/CALM3/CDK7/CLOCK/CNOT2/DDIT4/DDX54/DUSP1/EGFR/EP300/FKBP4/FOS/FOXO3/GOT1/GRIP1/KAT5/KMT2D/LATS1/NR1D2/NR2C2/NR3C2/PAPPA/PARK7/PTGER2/RB1/RBM14/RORA/SFRP1/SKP2/SMARCA4/SMYD3/SOX10/SPP1/STC1/TP63/TXNIP/URI1/WBP2/ZBTB7A/ZFP36	48
BP	GO:0051222	positive regulation of protein transport	51/1256	418/18670	2.67960923851634e-05	0.00927773223757665	0.00788598733195815	ADAM8/ADORA2A/BAG3/BCAS3/C5/CASR/CCL3/CD58/ECT2/EGFR/ERBB2/EXPH5/EZR/FBXW7/GJA1/GOLPH3/GPLD1/GSK3B/GTSE1/HK1/HYAL2/IL17RC/IL1RAP/IL33/IRF3/JUP/LEPROT/LPL/MAPK11/MICALL2/MMP12/MYH10/MYRIP/NUTF2/ORM1/PARD6A/PDZK1/PPIA/PPID/PRKCE/RAC1/RNF31/SAA1/SPTBN1/TNFRSF14/TPR/TRPM4/TRPV4/USP36/VAMP2/VSNL1	51
BP	GO:0034330	cell junction organization	39/1256	290/18670	2.74776041879448e-05	0.00927773223757665	0.00788598733195815	ACTN2/APC/ARHGEF7/BCAS3/CDH19/CDH3/CLDN5/CSK/DLG1/ECT2/FLOT1/GJA1/GPM6B/IQSEC1/JUP/KRT14/KRT5/LAMC2/LIMS1/MICALL2/MPP5/NFASC/NUMB/PARD6A/PRKCH/PRKCI/PVR/RAC1/RAPGEF1/RDX/RHOC/ROCK2/SFRP1/STRN/TAOK2/TJP1/TRPV4/UGT8/WNT4	39
BP	GO:0051985	negative regulation of chromosome segregation	12/1256	45/18670	2.9301186336662e-05	0.00934382275402444	0.00794216366493733	ANAPC15/APC/ATRX/BUB1/CCNB1/DUSP1/ESPL1/IK/KLHL22/NAA10/PSMG2/TPR	12
BP	GO:0034329	cell junction assembly	34/1256	241/18670	3.30200662395127e-05	0.0099755358007791	0.0084791139623347	ACTN2/APC/ARHGEF7/BCAS3/CDH19/CDH3/CLDN5/DLG1/ECT2/FLOT1/GJA1/GPM6B/JUP/KRT14/KRT5/LAMC2/LIMS1/MICALL2/MPP5/NFASC/PARD6A/PRKCH/PRKCI/RAC1/RAPGEF1/RHOC/ROCK2/SFRP1/STRN/TAOK2/TJP1/TRPV4/UGT8/WNT4	34
BP	GO:0030500	regulation of bone mineralization	16/1256	76/18670	3.70582912596396e-05	0.0101292662776348	0.00860978345806664	ACVR2A/ADRB2/BMP4/BMP7/BMPR1A/CCL3/GJA1/GPM6B/NBR1/SOX9/SRGN/TRPM4/TXLNG/WNT10B/WNT4/ZMPSTE24	16
BP	GO:0046785	microtubule polymerization	16/1256	76/18670	3.70582912596396e-05	0.0101292662776348	0.00860978345806664	CDKN1B/CENPJ/CEP192/CLIP1/EML2/FGF13/FKBP4/HSPA1A/HSPA1B/MET/PSRC1/RAC1/STMN1/TPPP/TPPP3/TRPV4	16
