ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0036294	cellular response to decreased oxygen levels	34/1642	217/18670	0.000677405038026301	0.0375205512391114	0.0323203786963043	AQP1/ARNT/BACH1/BRIP1/CASR/CCNB1/CITED2/EGLN2/EGR1/ENO1/FAM162A/GATA6/GNB1/HMOX1/IRAK1/LIMD1/MDM2/MTOR/NAMPT/NFE2L2/NOL3/PCK1/PRKCE/PSMA4/PSMC4/PSMD2/PSMD8/PSME2/PSMF1/PTGS2/RPS27A/SFRP1/TERT/UBC	34
BP	GO:0071453	cellular response to oxygen levels	36/1642	234/18670	0.000677899049357759	0.0375205512391114	0.0323203786963043	AQP1/ARNT/ATP6V0A2/BACH1/BRIP1/CASR/CCNB1/CITED2/EGLN2/EGR1/ENO1/FAM162A/GATA6/GNB1/HMOX1/IRAK1/LIMD1/LPAR1/MDM2/MTOR/NAMPT/NFE2L2/NOL3/PCK1/PRKCE/PSMA4/PSMC4/PSMD2/PSMD8/PSME2/PSMF1/PTGS2/RPS27A/SFRP1/TERT/UBC	36
BP	GO:0042176	regulation of protein catabolic process	69/1642	381/18670	5.38521732965765e-09	3.2074354415441e-05	2.76289992260541e-05	ADRA2A/AGAP2/ANXA2/APC/APC2/AREL1/ARIH1/ARIH2/BANP/CD81/CDH1/CDKN1B/CEBPA/CHEK2/CSNK2A1/DDA1/DISC1/EFNA1/EGFR/EGLN2/FZR1/GIPC1/GNA12/GPC3/GPLD1/GPX1/HMGCR/IL1B/ITCH/LATS1/MAD2L1/MAPK9/MDM2/MGAT3/NFE2L2/OAZ2/OAZ3/OGT/PACSIN3/PBK/PSEN1/PSMC4/PSMD2/PSME2/PSMF1/PTTG1IP/RAD23B/RHBDF1/RNFT1/RPL23/RPS7/RYBP/SEC22B/SMAD7/SMURF1/SNF8/SNX1/SOX17/TAF9/TIMP4/TLK2/TRIB1/TRIB3/UBE3A/UBQLN2/UBXN1/UCHL5/VPS11/WNT10B	69
BP	GO:0009896	positive regulation of catabolic process	68/1642	423/18670	7.7019512952219e-07	0.00229364109571708	0.00197575319015324	ADRA2A/APC/APC2/APOA4/AREL1/ARIH1/ARIH2/ARNT/BAX/BTG2/CD81/CDKN1B/CEBPA/CNOT1/CNOT7/CPT1A/CSNK2A1/DDA1/DISC1/EGLN2/EPM2A/FZR1/GIGYF2/GNAI3/GPC3/GPLD1/HK2/HMOX1/IL1B/ITCH/MAPK9/MDM2/MEX3D/MFN2/NFE2L2/OAZ2/OAZ3/PACSIN3/PIK3CB/PIP4K2B/PRKAA2/PRKCE/PSEN1/PSMC4/PTPN1/PTTG1IP/RAB3GAP1/RAB3GAP2/RIPK2/RNFT1/SEC22B/SMAD7/SMURF1/SNF8/SNX1/SOX17/SPTLC2/ST20/TBK1/TPCN1/TRIB1/TRIB3/TSC2/UBQLN2/VPS11/VPS13C/YTHDF3/ZFP36	68
BP	GO:0033044	regulation of chromosome organization	57/1642	342/18670	1.88329285475003e-06	0.00373896408096373	0.00322076118387777	AKAP8L/ANAPC5/APC/ASF1A/AURKB/BUB1/CCNB1/CCT2/CCT7/CDK5RAP2/DKC1/DLGAP5/DUSP1/DYNC1LI1/EID1/ERCC4/HNRNPU/IL1B/KDM4C/KMT2A/LIF/MAD1L1/MAD2L1/NAT10/NOC2L/OGT/OTUB1/PADI2/PARN/PHF8/POT1/PRDM12/RAD21/RPS6KA5/RTEL1/RTF1/SART3/SET/SETD1A/SIRT6/SLX1A/SLX1B/SMG1/SNW1/TADA3/TAF7/TAL1/TEN1/TLK2/TRAPPC12/TTK/UBE2N/UCN/WDR61/WDR70/XRCC5/ZNF451	57
BP	GO:0006732	coenzyme metabolic process	63/1642	403/18670	4.98816027084361e-06	0.00742737064328614	0.00639797188423468	ACACB/ACOT1/ACOT2/ACOT9/ACSM5/ARNT/ATIC/BPGM/COQ3/DCAKD/DERA/EIF6/ELOVL2/ENO1/FASN/FBP1/FDXR/FOLR2/G6PD/GNMT/GPHN/HK2/HMGCR/MBIP/ME2/MLYCD/MOCS3/MPC1/MTHFS/MTRR/MVD/MVK/NADK/NADSYN1/NAMPT/NUP153/NUP205/OGT/PANK3/PANK4/PCCB/PDHA1/PDPR/PDXK/PKM/POM121/POM121C/PPT2/PRKAA2/PSEN1/PTGS2/RPE/RPEL1/SCD/SEH1L/SHPK/SIRT6/SLC25A1/SLC25A12/SLC2A3/TALDO1/UBIAD1/ZBTB7A	63
BP	GO:0072331	signal transduction by p53 class mediator	46/1642	267/18670	7.42607382300486e-06	0.00884593913796339	0.00761993343438436	AEN/AURKB/BANP/BATF/BAX/BDKRB2/BRIP1/BTG2/CCNB1/CDK2/CDKN1B/CHEK2/CNOT1/CNOT6/CNOT7/CSNK2A1/DYRK2/E2F2/EHMT2/ELL3/GTSE1/HDAC1/MAGEA2/MAGEA2B/MAPK11/MDM2/MSX1/NOC2L/PCBP4/PPM1D/PPP1R13B/PRKAA2/PRKAB2/PTTG1IP/RBBP7/RFC4/RPL23/RPS27L/RPS7/SFN/SNW1/TAF7/TAF9/TFAP4/TFDP2/TP63	46
BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	33/1642	168/18670	8.96441899694988e-06	0.00889867992430558	0.00766536459493574	ANXA3/CDH1/CDH5/DSC2/DSC3/DSG1/DSG3/IGSF9B/PCDHA2/PCDHB6/PCDHGA1/PCDHGA10/PCDHGA11/PCDHGA12/PCDHGA2/PCDHGA3/PCDHGA4/PCDHGA5/PCDHGA6/PCDHGA7/PCDHGA8/PCDHGA9/PCDHGB1/PCDHGB2/PCDHGB3/PCDHGB4/PCDHGB5/PCDHGB6/PCDHGB7/PCDHGC3/PCDHGC4/PCDHGC5/PIK3CB	33
BP	GO:2000058	regulation of ubiquitin-dependent protein catabolic process	30/1642	149/18670	1.36348509788044e-05	0.0116013103471085	0.00999342310837485	ARIH1/ARIH2/CEBPA/CSNK2A1/DDA1/DISC1/GIPC1/GNA12/LATS1/MAPK9/MDM2/NFE2L2/OGT/PBK/PSEN1/RAD23B/RPL23/RPS7/RYBP/SMAD7/SMURF1/TAF9/TLK2/TRIB1/TRIB3/UBE3A/UBQLN2/UBXN1/UCHL5/WNT10B	30
BP	GO:0009895	negative regulation of catabolic process	50/1642	308/18670	1.65124995599076e-05	0.0122935559223512	0.010589726691446	ACACB/ADRA2A/AGAP2/ANXA2/BANP/CIDEA/CPTP/CSNK2A1/DKC1/EFNA1/EGFR/EIF4G2/ELAVL1/FBP1/FEZ1/GIPC1/GPLD1/HERC1/HMGCR/HMOX1/HNRNPU/HP/HTRA2/IL1B/MAD2L1/MGAT3/MTOR/NAMPT/OGT/PARN/PBK/PKP1/PSEN1/PSMF1/RASIP1/RPL23/RPS7/RYBP/SCFD1/SEC22B/SIRT6/SLC11A1/SLC25A12/TAF9/TIMP4/TLK2/TSC2/UBXN1/UCHL5/ZFP36	50
