ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0042254	ribosome biogenesis	48/1434	297/18670	6.89854188479615e-07	0.00289690193415787	0.00266938495761268	AATF/BRIX1/CEBPZ/CUL4A/CUL4B/DDX51/DDX52/DIMT1/EBNA1BP2/EIF4A3/EIF6/ERI3/EXOSC5/EXOSC9/FCF1/GEMIN4/GNL2/IMP3/KRR1/LSM6/MDN1/MPHOSPH10/MRPS7/NOC2L/NOL10/NOLC1/NSA2/PTEN/RBFA/RPL10/RPL14/RPP40/RPS21/RPS27L/RRN3/RRNAD1/RRP1/TBL3/TFB2M/TRMT112/TSR3/UTP14A/UTP20/UTP6/WDR12/WDR55/WDR74/XPO1	48
BP	GO:0006402	mRNA catabolic process	55/1434	364/18670	1.00134875014099e-06	0.00289690193415787	0.00266938495761268	AGO2/BTG2/CNOT6/DCP1A/DDX6/DHX34/EDC3/EIF4A3/EXOSC5/EXOSC9/FASTKD1/FASTKD3/HNRNPR/KHSRP/LARP1/LSM4/LSM6/METTL3/MEX3D/MYEF2/NCBP2/PARN/POLR2G/PPP2CA/PSMA2/PSMA3/PSMB10/PSMB2/PSMB4/PSMB8/PSMC4/PSMD8/PSMF1/PUM2/RBM10/RPL10/RPL13A/RPL14/RPL17/RPL18/RPL23/RPL27A/RPL37A/RPS11/RPS15A/RPS21/SKIV2L/SMG1/SMG5/TBRG4/TNPO1/WDR61/XPO1/YTHDF2/ZFP36	55
BP	GO:0048863	stem cell differentiation	42/1434	257/18670	2.51421217061399e-06	0.00328670291429958	0.00302857173593745	ALDH1A2/ANXA6/BATF/CFL1/CHD2/ERBB4/FOXC2/GATA6/HTR2B/KITLG/KMT2A/LIF/MEOX1/METTL3/MSX1/NOLC1/OVOL2/PDCD6/PITX2/PSMA2/PSMA3/PSMB10/PSMB2/PSMB4/PSMB8/PSMC4/PSMD8/PSMF1/SEMA3B/SEMA3E/SEMA3G/SETD1A/SFRP1/SOX10/SOX17/TACSTD2/TCF12/TCF3/TGFB2/TP63/XRCC5/YTHDF2	42
BP	GO:0006401	RNA catabolic process	57/1434	397/18670	3.31783275236303e-06	0.00328670291429958	0.00302857173593745	AGO2/BTG2/CNOT6/DCP1A/DDX6/DHX34/EDC3/EIF4A3/EXOSC5/EXOSC9/FASTKD1/FASTKD3/HNRNPR/KHSRP/LARP1/LSM4/LSM6/METTL3/MEX3D/MYEF2/NCBP2/PARN/POLR2G/PPP1R8/PPP2CA/PSMA2/PSMA3/PSMB10/PSMB2/PSMB4/PSMB8/PSMC4/PSMD8/PSMF1/PUM2/RBM10/RNASET2/RPL10/RPL13A/RPL14/RPL17/RPL18/RPL23/RPL27A/RPL37A/RPS11/RPS15A/RPS21/SKIV2L/SMG1/SMG5/TBRG4/TNPO1/WDR61/XPO1/YTHDF2/ZFP36	57
BP	GO:0060218	hematopoietic stem cell differentiation	20/1434	83/18670	3.36509886320725e-06	0.00328670291429958	0.00302857173593745	BATF/CHD2/KMT2A/MEOX1/METTL3/PSMA2/PSMA3/PSMB10/PSMB2/PSMB4/PSMB8/PSMC4/PSMD8/PSMF1/SETD1A/SFRP1/TCF12/TCF3/XRCC5/YTHDF2	20
BP	GO:0008654	phospholipid biosynthetic process	42/1434	260/18670	3.40826434251599e-06	0.00328670291429958	0.00302857173593745	ABHD5/ACSL3/AGAP2/ARF3/CDS1/CEPT1/CHKB/CSNK2A1/DPM2/FABP3/FDPS/GNPAT/HTR2B/IDI1/INPP5F/ISYNA1/LPCAT3/LPIN2/MBOAT7/MTM1/MTMR4/PDGFA/PGS1/PI4KA/PI4KB/PIGG/PIGK/PIGQ/PIK3R4/PIP4K2B/PISD/PITPNM1/PLD1/PTEN/RAB5A/RUFY1/SERINC5/SGMS1/SLC44A4/SPTLC1/SYNJ2/ZP3	42
BP	GO:1901532	regulation of hematopoietic progenitor cell differentiation	20/1434	85/18670	4.98008881403163e-06	0.00411639912542672	0.00379310523955943	DPF2/FLCN/KITLG/KMT2A/METTL3/PDCD2/PSMA2/PSMA3/PSMB10/PSMB2/PSMB4/PSMB8/PSMC4/PSMD8/PSMF1/SETD1A/SOS1/TCF12/TCF3/YTHDF2	20
BP	GO:0006413	translational initiation	33/1434	193/18670	1.10912431297398e-05	0.00802174159358431	0.00739172979633317	AGO2/EIF1AX/EIF2AK3/EIF2B1/EIF2B2/EIF2B4/EIF2S1/EIF3B/EIF3C/EIF4A1/EIF4E/EIF6/HABP4/KLHL25/LARP1/METTL3/NCBP2/NCK2/POLR2G/PPP1CA/RPL10/RPL13A/RPL14/RPL17/RPL18/RPL23/RPL27A/RPL37A/RPS11/RPS15A/RPS21/TNF/YTHDF2	33
BP	GO:1903311	regulation of mRNA metabolic process	47/1434	324/18670	1.79360942236192e-05	0.011530915686429	0.0106253002622961	AGO2/BTG2/CDC73/DCP1A/DHX34/EXOSC5/EXOSC9/FASTKD1/FASTKD3/HNRNPA1/HNRNPR/KHSRP/LARP1/MBNL2/METTL3/MEX3D/MYEF2/NCBP2/PABPN1/PARN/POLR2G/PRDX6/PSMA2/PSMA3/PSMB10/PSMB2/PSMB4/PSMB8/PSMC4/PSMD8/PSMF1/PUM2/RBM10/RBM4B/SAFB/SAFB2/SF3B4/SRSF1/SRSF2/SRSF3/SRSF4/TBRG4/TNPO1/WTAP/XPO1/YTHDF2/ZFP36	47
BP	GO:0044839	cell cycle G2/M phase transition	40/1434	266/18670	3.23200703387184e-05	0.0187003926979825	0.0172317006595377	AKAP8/ALMS1/ARPP19/CALM3/CDK2/CEP152/CEP250/CEP290/CEP70/CIT/CSNK1E/DBF4B/DCTN1/DYNC1H1/DYRK3/FBXL12/GTSE1/HAUS3/LATS1/PCNT/PPME1/PPP1R12B/PSMA2/PSMA3/PSMB10/PSMB2/PSMB4/PSMB8/PSMC4/PSMD8/PSMF1/RAD21/RAD51B/SFI1/SKP2/TAOK2/TAOK3/TPX2/TUBG1/WNT10B	40
