ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0034612	response to tumor necrosis factor	64/1710	312/18670	5.57316538989551e-10	3.37176506088678e-06	2.78658269494775e-06	ADAM17/ADIPOQ/AFF3/ASS1/BIRC3/BRCA1/CASP1/CASP8/CCL13/CCL18/CCL20/CCL22/CD27/CD70/CHUK/CX3CL1/GBA/GBP1/GBP2/GCH1/GGT1/GPER1/GSTP1/HAS2/HSPA1A/HSPA1B/HYAL2/IKBKB/IKBKG/JAK2/KRT18/LCN2/LTB/NFE2L2/NOL3/NR1D1/PLVAP/PSMA2/PSMA7/PSMB1/PSMB10/PSMC4/PSMD1/PSMD11/PSMD4/PSMF1/PTGS2/PTK2B/SFRP1/SPHK1/THBS1/TNF/TNFRSF17/TNFRSF21/TNFRSF9/TNFSF12/TNFSF13/TNFSF15/TNFSF8/TRAF1/XCL1/XCL2/ZFAND6/ZFP36	64
BP	GO:0071356	cellular response to tumor necrosis factor	60/1710	291/18670	1.56085714050047e-09	4.72159285001391e-06	3.90214285125117e-06	ADAM17/ADIPOQ/ASS1/BIRC3/BRCA1/CASP1/CASP8/CCL13/CCL18/CCL20/CCL22/CD27/CD70/CHUK/CX3CL1/GBA/GBP1/GBP2/GPER1/GSTP1/HAS2/HSPA1A/HSPA1B/HYAL2/IKBKB/IKBKG/JAK2/KRT18/LCN2/LTB/NFE2L2/NOL3/NR1D1/PLVAP/PSMA2/PSMA7/PSMB1/PSMB10/PSMC4/PSMD1/PSMD11/PSMD4/PSMF1/PTK2B/SFRP1/SPHK1/THBS1/TNF/TNFRSF17/TNFRSF21/TNFRSF9/TNFSF12/TNFSF13/TNFSF15/TNFSF8/TRAF1/XCL1/XCL2/ZFAND6/ZFP36	60
BP	GO:0042119	neutrophil activation	86/1710	498/18670	5.79431853066391e-09	1.16852090368389e-05	9.65719755110652e-06	ACLY/ACTR10/AGL/AMPD3/ANXA2/ANXA3/ATP6V1D/BPI/BST1/C3AR1/C6orf120/CAND1/CANT1/CCT2/CD55/CLEC5A/CMTM6/CTSB/CYBB/DNAJC13/DNASE1L3/DOCK2/DYNLL1/DYNLT1/FCER1G/FCGR2A/FCGR2B/FCGR3B/FTL/GAA/GLB1/GM2A/GSTP1/HEBP2/HGSNAT/HSPA1A/HSPA1B/HUWE1/IGF2R/IL15/ITGAL/JUP/KCNAB2/LAMTOR3/LCN2/LYZ/MAGT1/MMP9/NFASC/OLFM4/PAFAH1B2/PIGR/PKP1/PLAC8/PLD1/PPIA/PPIE/PRCP/PRSS2/PSAP/PSMA2/PSMB1/PSMD1/PSMD11/PTAFR/PTPN6/PTPRN2/QPCT/QSOX1/RAB27A/RAB31/RAB3D/RAB6A/RAP2B/RHOF/S100A11/S100A7/S100A8/SELL/SLC2A3/SLPI/TLR2/TUBB/TYROBP/VAMP8/YPEL5	86
BP	GO:0002283	neutrophil activation involved in immune response	84/1710	488/18670	1.01757384919067e-08	1.53908044690089e-05	1.27196731148834e-05	ACLY/ACTR10/AGL/AMPD3/ANXA2/ANXA3/ATP6V1D/BPI/BST1/C3AR1/C6orf120/CAND1/CANT1/CCT2/CD55/CLEC5A/CMTM6/CTSB/CYBB/DNAJC13/DNASE1L3/DOCK2/DYNLL1/DYNLT1/FCER1G/FCGR2A/FCGR3B/FTL/GAA/GLB1/GM2A/GSTP1/HEBP2/HGSNAT/HSPA1A/HSPA1B/HUWE1/IGF2R/ITGAL/JUP/KCNAB2/LAMTOR3/LCN2/LYZ/MAGT1/MMP9/NFASC/OLFM4/PAFAH1B2/PIGR/PKP1/PLAC8/PLD1/PPIA/PPIE/PRCP/PRSS2/PSAP/PSMA2/PSMB1/PSMD1/PSMD11/PTAFR/PTPN6/PTPRN2/QPCT/QSOX1/RAB27A/RAB31/RAB3D/RAB6A/RAP2B/RHOF/S100A11/S100A7/S100A8/SELL/SLC2A3/SLPI/TLR2/TUBB/TYROBP/VAMP8/YPEL5	84
BP	GO:0002446	neutrophil mediated immunity	85/1710	499/18670	1.36807413906916e-08	1.64776096050516e-05	1.36178591777286e-05	ACLY/ACTR10/ADAM17/AGL/AMPD3/ANXA2/ANXA3/ATP6V1D/BPI/BST1/C3AR1/C6orf120/CAND1/CANT1/CCT2/CD55/CLEC5A/CMTM6/CTSB/CYBB/DNAJC13/DNASE1L3/DOCK2/DYNLL1/DYNLT1/FCER1G/FCGR2A/FCGR3B/FTL/GAA/GLB1/GM2A/GSTP1/HEBP2/HGSNAT/HSPA1A/HSPA1B/HUWE1/IGF2R/ITGAL/JUP/KCNAB2/LAMTOR3/LCN2/LYZ/MAGT1/MMP9/NFASC/OLFM4/PAFAH1B2/PIGR/PKP1/PLAC8/PLD1/PPIA/PPIE/PRCP/PRSS2/PSAP/PSMA2/PSMB1/PSMD1/PSMD11/PTAFR/PTPN6/PTPRN2/QPCT/QSOX1/RAB27A/RAB31/RAB3D/RAB6A/RAP2B/RHOF/S100A11/S100A7/S100A8/SELL/SLC2A3/SLPI/TLR2/TUBB/TYROBP/VAMP8/YPEL5	85
BP	GO:0043312	neutrophil degranulation	83/1710	485/18670	1.63414310132743e-08	1.64776096050516e-05	1.36178591777286e-05	ACLY/ACTR10/AGL/AMPD3/ANXA2/ANXA3/ATP6V1D/BPI/BST1/C3AR1/C6orf120/CAND1/CANT1/CCT2/CD55/CLEC5A/CMTM6/CTSB/CYBB/DNAJC13/DOCK2/DYNLL1/DYNLT1/FCER1G/FCGR2A/FCGR3B/FTL/GAA/GLB1/GM2A/GSTP1/HEBP2/HGSNAT/HSPA1A/HSPA1B/HUWE1/IGF2R/ITGAL/JUP/KCNAB2/LAMTOR3/LCN2/LYZ/MAGT1/MMP9/NFASC/OLFM4/PAFAH1B2/PIGR/PKP1/PLAC8/PLD1/PPIA/PPIE/PRCP/PRSS2/PSAP/PSMA2/PSMB1/PSMD1/PSMD11/PTAFR/PTPN6/PTPRN2/QPCT/QSOX1/RAB27A/RAB31/RAB3D/RAB6A/RAP2B/RHOF/S100A11/S100A7/S100A8/SELL/SLC2A3/SLPI/TLR2/TUBB/TYROBP/VAMP8/YPEL5	83
BP	GO:0001959	regulation of cytokine-mediated signaling pathway	40/1710	177/18670	6.13514061525687e-08	5.30251438890058e-05	4.38224329661205e-05	ADAM17/ADIPOQ/ANGPT1/BIRC3/CASP1/CASP8/CDC37/CHUK/CSF1/ELF1/GSTP1/HSPA1A/HSPA1B/IFNG/IKBKB/IKBKE/IKBKG/IRAK1/JAK2/METTL3/NOL3/NR1H2/PTPN6/RNASEL/SCRIB/SH2B3/SLIT2/SOCS1/SPHK1/STAP1/SUMO1/TNF/TRAF1/TREM2/TRIM44/TRIM6/UBE2K/VRK2/YTHDF2/ZBP1	40
BP	GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	24/1710	79/18670	8.20734252317346e-08	6.20680278314993e-05	5.12958907698341e-05	CHUK/CYBB/FCER1G/FCGR1A/FCGR1B/IKBKB/IKBKG/LNPEP/NCF1/NCF4/PDIA3/PSMA2/PSMA7/PSMB1/PSMB10/PSMC4/PSMD1/PSMD11/PSMD4/PSMF1/SEC22B/TAPBP/VAMP3/VAMP8	24
BP	GO:0060759	regulation of response to cytokine stimulus	41/1710	190/18670	1.62718274926244e-07	0.000109382840367086	9.03990416256911e-05	ADAM17/ADIPOQ/ANGPT1/BIRC3/CASP1/CASP8/CDC37/CHUK/CSF1/ELF1/GSTP1/HSPA1A/HSPA1B/IFNG/IKBKB/IKBKE/IKBKG/IRAK1/JAK2/METTL3/NOL3/NR1H2/PTPN6/RNASEL/SCRIB/SH2B3/SLIT2/SOCS1/SPHK1/STAP1/SUMO1/TLR2/TNF/TRAF1/TREM2/TRIM44/TRIM6/UBE2K/VRK2/YTHDF2/ZBP1	41
BP	GO:0071347	cellular response to interleukin-1	39/1710	179/18670	2.48211171131021e-07	0.000150167758534268	0.00012410558556551	BTRC/CCL13/CCL18/CCL20/CCL22/CHUK/CX3CL1/FGB/FGG/GBP1/GBP2/HAS2/HYAL2/IKBKB/IKBKG/IL1A/IL1RAP/IRAK1/LCN2/MYD88/NR1D1/OTUB1/PELI1/PSMA2/PSMA7/PSMB1/PSMB10/PSMC4/PSMD1/PSMD11/PSMD4/PSMF1/SFRP1/SOX9/SQSTM1/TAB2/VRK2/XCL1/XCL2	39
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	37/1710	167/18670	3.21710523569537e-07	0.000176940787963245	0.000146232056167971	ADAM17/ADIPOQ/BIRC3/CASP1/CASP8/CD27/CD70/CHUK/GSTP1/HSPA1A/HSPA1B/IKBKB/IKBKG/JAK2/KRT18/LTB/NOL3/PLVAP/PSMA2/PSMA7/PSMB1/PSMB10/PSMC4/PSMD1/PSMD11/PSMD4/PSMF1/PTK2B/SPHK1/TNF/TNFRSF17/TNFRSF9/TNFSF12/TNFSF13/TNFSF15/TNFSF8/TRAF1	37
BP	GO:0048545	response to steroid hormone	66/1710	385/18670	4.48151223043637e-07	0.000225942908284501	0.000186729676268182	ABHD2/ADIPOQ/AGL/ANXA3/ASS1/BCL2/BRCA1/CALM3/CARM1/CATSPER2/CD38/CDKN1A/CFLAR/CYBB/DDIT4/DDX54/DUSP1/EIF4E/ESR1/FHL2/FOS/FOXA1/FOXO1/GBA/GLB1/GPER1/GSTP1/JAK2/KMT2D/LATS1/NCOR1/NR1D1/NR1H2/NR2F1/NR3C2/NRIP1/OXTR/PGR/PPARD/PPP5C/PTAFR/PTGS2/PTPRU/RARG/RB1/RBM14/RXRB/SAFB/SFRP1/SKP2/SLIT2/SMARCA4/SOX10/SRD5A1/STRN3/TAT/TGFB2/THBS1/THRA/TLR2/TNF/TP63/TRIP4/TSPO/UCP3/ZFP36	66
BP	GO:1903311	regulation of mRNA metabolic process	58/1710	324/18670	5.18164902588921e-07	0.000239859338158121	0.000198230857981918	AGO2/BTG2/C9orf78/CDC73/CNOT8/CTR9/E2F1/EXOSC5/FASTKD1/HNRNPM/HNRNPR/HSPA1A/KHSRP/MAPKAPK2/MBNL2/METTL3/MYD88/NPM1/PABPN1/PKP1/PSMA2/PSMA7/PSMB1/PSMB10/PSMC4/PSMD1/PSMD11/PSMD4/PSMF1/PTBP1/PUM1/PUM2/RBM17/RBM19/RBM23/RBM3/RBM4/RBM4B/RNASEL/SAFB/SART3/SET/SFSWAP/SMU1/SNRPA/SON/SRSF10/SRSF3/SRSF4/SRSF8/TNFSF13/TRA2A/VIM/WTAP/XPO1/YBX1/YTHDF2/ZFP36	58
BP	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	22/1710	75/18670	5.55046402349372e-07	0.000239859338158121	0.000198230857981918	CHUK/CYBB/FCGR1A/FCGR1B/IKBKB/IKBKG/NCF1/NCF4/PDIA3/PSMA2/PSMA7/PSMB1/PSMB10/PSMC4/PSMD1/PSMD11/PSMD4/PSMF1/SEC22B/TAPBP/VAMP3/VAMP8	22
