ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0042119	neutrophil activation	92/1954	498/18670	3.80264945044789e-08	0.000230896874631196	0.000197457576200626	AGL/AMPD3/ANXA2/ATAD3B/ATP11A/ATP6V1D/BCR/BIN2/BST1/BST2/C3/C6orf120/CCL5/CD58/CD68/CDK13/CFD/CMTM6/COMMD9/CSNK2B/CSTB/CTSC/CTSZ/CXCL1/DEGS1/DNASE1/DOCK2/DOK3/ERP44/FAF2/FCER1G/FCGR2B/FCGR3B/FGL2/FGR/GAA/GLA/GLIPR1/GM2A/GMFG/HBB/HEBP2/HK3/HP/HSPA1A/HSPA1B/HSPA6/IL15/ITGAL/ITGAM/KCNAB2/LAMTOR3/LILRB3/MAN2B1/MAPK1/MMP9/MNDA/NEU1/OSTF1/PA2G4/PADI2/PIGR/PLD1/PPIA/PPIE/PRCP/PRDX6/PSAP/PSEN1/PSMB1/PSMD6/PTPN6/PYGB/QPCT/QSOX1/RAB14/RAB31/RAB5C/RAB6A/RAP2B/RNASET2/S100A8/SELL/SERPINB3/SERPINB6/SLC11A1/STK10/STXBP3/SYNGR1/TLR2/TNFRSF1B/VNN1	92
BP	GO:0002283	neutrophil activation involved in immune response	89/1954	488/18670	1.15958396558632e-07	0.000349711730126599	0.000299065245945931	AGL/AMPD3/ANXA2/ATAD3B/ATP11A/ATP6V1D/BCR/BIN2/BST1/BST2/C3/C6orf120/CD58/CD68/CDK13/CFD/CMTM6/COMMD9/CSNK2B/CSTB/CTSC/CTSZ/CXCL1/DEGS1/DNASE1/DOCK2/DOK3/ERP44/FAF2/FCER1G/FCGR3B/FGL2/FGR/GAA/GLA/GLIPR1/GM2A/GMFG/HBB/HEBP2/HK3/HP/HSPA1A/HSPA1B/HSPA6/ITGAL/ITGAM/KCNAB2/LAMTOR3/LILRB3/MAN2B1/MAPK1/MMP9/MNDA/NEU1/OSTF1/PA2G4/PADI2/PIGR/PLD1/PPIA/PPIE/PRCP/PRDX6/PSAP/PSEN1/PSMB1/PSMD6/PTPN6/PYGB/QPCT/QSOX1/RAB14/RAB31/RAB5C/RAB6A/RAP2B/RNASET2/S100A8/SELL/SERPINB3/SERPINB6/SLC11A1/STK10/STXBP3/SYNGR1/TLR2/TNFRSF1B/VNN1	89
BP	GO:0043312	neutrophil degranulation	88/1954	485/18670	1.72782475358991e-07	0.000349711730126599	0.000299065245945931	AGL/AMPD3/ANXA2/ATAD3B/ATP11A/ATP6V1D/BCR/BIN2/BST1/BST2/C3/C6orf120/CD58/CD68/CDK13/CFD/CMTM6/COMMD9/CSNK2B/CSTB/CTSC/CTSZ/CXCL1/DEGS1/DOCK2/DOK3/ERP44/FAF2/FCER1G/FCGR3B/FGL2/FGR/GAA/GLA/GLIPR1/GM2A/GMFG/HBB/HEBP2/HK3/HP/HSPA1A/HSPA1B/HSPA6/ITGAL/ITGAM/KCNAB2/LAMTOR3/LILRB3/MAN2B1/MAPK1/MMP9/MNDA/NEU1/OSTF1/PA2G4/PADI2/PIGR/PLD1/PPIA/PPIE/PRCP/PRDX6/PSAP/PSEN1/PSMB1/PSMD6/PTPN6/PYGB/QPCT/QSOX1/RAB14/RAB31/RAB5C/RAB6A/RAP2B/RNASET2/S100A8/SELL/SERPINB3/SERPINB6/SLC11A1/STK10/STXBP3/SYNGR1/TLR2/TNFRSF1B/VNN1	88
BP	GO:0002446	neutrophil mediated immunity	89/1954	499/18670	3.22342242148917e-07	0.000489315523582055	0.000418451126452791	AGL/AMPD3/ANXA2/ATAD3B/ATP11A/ATP6V1D/BCR/BIN2/BST1/BST2/C3/C6orf120/CD58/CD68/CDK13/CFD/CMTM6/COMMD9/CSNK2B/CSTB/CTSC/CTSZ/CXCL1/DEGS1/DNASE1/DOCK2/DOK3/ERP44/FAF2/FCER1G/FCGR3B/FGL2/FGR/GAA/GLA/GLIPR1/GM2A/GMFG/HBB/HEBP2/HK3/HP/HSPA1A/HSPA1B/HSPA6/ITGAL/ITGAM/KCNAB2/LAMTOR3/LILRB3/MAN2B1/MAPK1/MMP9/MNDA/NEU1/OSTF1/PA2G4/PADI2/PIGR/PLD1/PPIA/PPIE/PRCP/PRDX6/PSAP/PSEN1/PSMB1/PSMD6/PTPN6/PYGB/QPCT/QSOX1/RAB14/RAB31/RAB5C/RAB6A/RAP2B/RNASET2/S100A8/SELL/SERPINB3/SERPINB6/SLC11A1/STK10/STXBP3/SYNGR1/TLR2/TNFRSF1B/VNN1	89
BP	GO:0042110	T cell activation	83/1954	464/18670	7.07826771693601e-07	0.000859584831544709	0.000735096729424113	ABL1/AP3D1/BATF/CCL21/CCL5/CCND3/CCR2/CCR6/CD2/CD27/CD3D/CD3E/CD3G/CD8B/CLEC4A/CORO1A/CTPS1/CXADR/DLG1/DOCK2/DUSP10/EFNB2/EGR3/ELF4/FCER1G/FCGR2B/FGL2/GATA3/HES1/HSPD1/ICAM1/ICOS/ICOSLG/IDO1/IL15/IL1B/IL23A/IL2RA/IL7R/IRF1/ITGAL/JAG2/KDELR1/LAG3/LAT/LCK/LCP1/LEPR/LILRB1/MAP3K8/MSN/P2RX7/PAK3/PIK3R1/PRKAR1A/PRKCQ/PRKCZ/PRKDC/PRLR/PSEN1/PSMB10/PTPN6/RAC2/RASGRP1/RUNX3/SART1/SLC11A1/SOCS1/SOD1/SPN/SRC/TNFRSF14/TNFRSF1B/TNFRSF21/TNFSF14/TRAF6/TSC1/VAV1/VNN1/ZAP70/ZBTB1/ZEB1/ZMIZ1	83
BP	GO:0060562	epithelial tube morphogenesis	62/1954	322/18670	1.51367153714757e-06	0.00121261499826594	0.00103699982429198	ABL1/BBS7/BMP2/C2CD3/CASR/CFL1/CSNK2B/CTNNBIP1/CTSZ/CXCL10/CXCR4/DLG1/EDN1/EDNRA/EFNB2/FGFR2/FKBPL/FOLR1/FOXD1/FUZ/FZD3/GATA3/GDF2/HES1/IFT122/IFT52/KDM6A/LGR5/MSX2/MYC/NRP1/NTN1/PFN1/PHACTR4/PKD2/PLXNB2/PPP1CA/PRKACB/PRKD2/PRKX/PSEN1/PTCH1/RARG/SCRIB/SEMA4C/SIX2/SKI/SOSTDC1/SOX9/SRC/STARD13/TACSTD2/TCAP/TCTN1/TGFB2/TMED2/TRAF6/TSC1/TULP3/VASP/VEGFA/WNT6	62
BP	GO:0030100	regulation of endocytosis	56/1954	281/18670	1.58388676196674e-06	0.00121261499826594	0.00103699982429198	AAK1/ABCA7/ABL1/ANXA2/AP2S1/APOC1/BCR/C2/C3/C4A/C4B/CCL21/CLU/DNAJC6/DOCK2/EFNB2/EHD4/FCER1G/FCGR2B/FGR/GATA2/HCK/IL15/IL15RA/IL1B/IL2RG/ITGA2/ITSN1/LILRB1/MTMR2/NEDD4L/NR1H2/NR1H3/NUMB/PICK1/PTEN/RAB31/RAB5C/RABGEF1/RUFY2/SCRIB/SLC11A1/SMAP1/SNCA/SNX3/SOD1/SRC/STAP1/TBC1D5/TFR2/TLR2/TNK2/TSPAN1/UNC119/USP46/VEGFA	56
BP	GO:0014032	neural crest cell development	24/1954	81/18670	1.59764821905921e-06	0.00121261499826594	0.00103699982429198	ALDH1A2/ANXA6/BMPR1A/CFL1/EDN1/EDN3/EDNRA/ERBB4/FAM172A/FOLR1/HES1/HTR2B/JAG1/MAPK1/NOLC1/NRP1/PHACTR4/SEMA4C/SEMA4D/SEMA4F/SEMA7A/SOX10/SOX9/TAPT1	24
BP	GO:0043583	ear development	46/1954	219/18670	3.04804569927381e-06	0.00191368848917257	0.00163654138358787	ANP32B/ATP8A2/BCR/BMP2/C1QB/CEBPA/COL2A1/DLX5/DLX6/EDN1/FGFR2/FOXI1/FRZB/FZD3/GABRB2/GATA2/GATA3/HES1/IFT20/ITGA8/JAG1/JAG2/KCNQ1/LGR5/MAPK1/MAPKAPK2/MSX1/NTN1/OSR2/PRKRA/PSAP/ROR1/SCRIB/SIX2/SOBP/SOD1/SOX9/SPARC/STRA6/TCAP/TCF15/TFAP2A/TGFB2/TGFB3/ZEB1/ZIC1	46
BP	GO:0007159	leukocyte cell-cell adhesion	63/1954	337/18670	3.48317111394552e-06	0.00191368848917257	0.00163654138358787	ADTRP/AP3D1/ASS1/CCL21/CCL5/CCR2/CD27/CD3E/CORO1A/DLG1/DUSP10/EFNB2/EGR3/FCGR2B/FGL2/GATA3/HES1/HSPD1/ICAM1/ICOS/ICOSLG/IDO1/IL15/IL1B/IL23A/IL2RA/IL7R/IRAK1/IRF1/ITGAL/ITGB7/LAG3/LCK/LILRB1/MAP3K8/MSN/PAK3/PIK3R1/PRKAR1A/PRKCQ/PRKCZ/PTPN6/RAC2/RASGRP1/RUNX3/S100A8/SART1/SELL/SEMA4D/SOCS1/SPN/SRC/STK10/TNFRSF14/TNFRSF21/TNFSF14/TNIP1/TRAF6/VAV1/VNN1/ZAP70/ZBTB1/ZMIZ1	63
BP	GO:0014033	neural crest cell differentiation	25/1954	90/18670	3.59709681644964e-06	0.00191368848917257	0.00163654138358787	ALDH1A2/ANXA6/BMPR1A/CFL1/EDN1/EDN3/EDNRA/ERBB4/FAM172A/FOLR1/FRZB/HES1/HTR2B/JAG1/MAPK1/NOLC1/NRP1/PHACTR4/SEMA4C/SEMA4D/SEMA4F/SEMA7A/SOX10/SOX9/TAPT1	25
BP	GO:0014031	mesenchymal cell development	24/1954	85/18670	4.09715915007302e-06	0.00191368848917257	0.00163654138358787	ALDH1A2/ANXA6/BMPR1A/CFL1/EDN1/EDN3/EDNRA/ERBB4/FAM172A/FOLR1/HES1/HTR2B/JAG1/MAPK1/NOLC1/NRP1/PHACTR4/SEMA4C/SEMA4D/SEMA4F/SEMA7A/SOX10/SOX9/TAPT1	24
BP	GO:0048864	stem cell development	24/1954	85/18670	4.09715915007302e-06	0.00191368848917257	0.00163654138358787	ALDH1A2/ANXA6/BMPR1A/CFL1/EDN1/EDN3/EDNRA/ERBB4/FAM172A/FOLR1/HES1/HTR2B/JAG1/MAPK1/NOLC1/NRP1/PHACTR4/SEMA4C/SEMA4D/SEMA4F/SEMA7A/SOX10/SOX9/TAPT1	24
